@relation processed-tweets-weka.filters.unsupervised.attribute.NominalToString-Cfirst

@attribute Tweet string
@attribute Sentiment {negative,positive}

@data
'atleast im happi fangirl life POSITIVESMILE',positive
'ada rasa POSITIVESMILE friday happi POSITIVESMILE thx god POSITIVESMILE ENLARGEDDWORD ENLARGEDDWORD',positive
'free today POSITIVESMILE URL',positive
'home POSITIVESMILE',positive
'ive got need right passeng seat POSITIVESMILE',positive
'good even POSITIVESMILE',positive
'cant wait new music soon POSITIVESMILE mtvstars HASHTAG justin bieber',positive
'goodnight POSITIVESMILE talk im bali',positive
'get touch bootcamp HASHTAG southend HASHTAG POSITIVESMILE URL',positive
'ill happi POSITIVESMILE URL',positive
'good even POSITIVESMILE',positive
'sister POSITIVESMILE URL',positive
'hi POSITIVESMILE',positive
'hit like love scene POSITIVESMILE URL',positive
'congrat POSITIVESMILE',positive
'nice littl xmas pressi order made POSITIVESMILE much tempt stuff display URL',positive
'never excit sim card thank POSITIVESMILE danandphilsim HASHTAG URL',positive
'carnt wait tonight go twist go see excit POSITIVESMILE',positive
'goodeven smt POSITIVESMILE',positive
'man life POSITIVESMILE gifts HASHTAG fragrance HASHTAG menhttp HASHTAG //URL URL',positive
'first one arriv POSITIVESMILE URL',positive
'perfect descript POSITIVESMILE',positive
'haha dont mention POSITIVESMILE u dont fanci — just dont like hahah URL',positive
'there mani good player POSITIVESMILE teamoftheyear HASHTAG',positive
'im glad came back life POSITIVESMILE',positive
'hi POSITIVESMILE',positive
'happi lancer day POSITIVESMILE',positive
'good even POSITIVESMILE',positive
'new idea HASHTAG look POSITIVESMILE URL',positive
'god morn everyon POSITIVESMILE ENLARGEDDWORD',positive
'princess navya beauti POSITIVESMILE URL',positive
'thank POSITIVESMILE',positive
'hi everyon ill use page often now pleas tell friend page can share POSITIVESMILE',positive
'happi bi hday ate POSITIVESMILE',positive
'hey POSITIVESMILE ENLARGEDDWORD',positive
'woohoo 10 follow two week thank guy POSITIVESMILE ENLARGEDDWORD',positive
'ok im home alon selfi time POSITIVESMILE POSITIVESMILE',positive
'goodeven POSITIVESMILE',positive
'lazi day POSITIVESMILE chill grandpar POSITIVESMILE',positive
'smile POSITIVESMILE URL',positive
'goodluck maria sherapova POSITIVESMILE',positive
'good even POSITIVESMILE',positive
'dream make trip around world POSITIVESMILE',positive
'whatev said ill stay POSITIVESMILE',positive
'beauti catch attent charact catch hea POSITIVESMILE',positive
'sweethea POSITIVESMILE URL',positive
'lego travel POSITIVESMILE URL',positive
'thank yah POSITIVESMILE',positive
'got final POSITIVESMILE URL',positive
'goodnight POSITIVESMILE',positive
'first meetup next weekend come around fast POSITIVESMILE',positive
'happi bi hday POSITIVESMILE',positive
'new life DOTS POSITIVESMILE URL',positive
'got wwe ticket morn POSITIVESMILE',positive
'peopl home POSITIVESMILE bank street social URL',positive
'mani thing look forward POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'love thank u mum POSITIVESMILE URL ENLARGED_POSITIVESMILE',positive
'loving hippos POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'happi babi POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'listen DOTS love POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'POSITIVESMILE look URL ENLARGED_POSITIVESMILE',positive
'later POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'love classmat POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'world POSITIVESMILE URL ENLARGED_POSITIVESMILE',positive
'like see time bring much colour love life POSITIVESMILE POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'like kinda stuff POSITIVESMILE URL ENLARGED_POSITIVESMILE',positive
'POSITIVESMILE 3 POSITIVESMILE final 105 92 cant believ actual won POSITIVESMILE ENLARGED_POSITIVESMILE ENLARGEDDWORD',positive
'POSITIVESMILE look URL ENLARGED_POSITIVESMILE',positive
'food trip atm ♡ POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'goodeveni POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'give love christma POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'POSITIVESMILE look URL ENLARGED_POSITIVESMILE',positive
'POSITIVESMILE URL ENLARGED_POSITIVESMILE',positive
'realli realli POSITIVESMILE u ENLARGED_POSITIVESMILE',positive
'rock world POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'boy love POSITIVESMILE amaz mean everyth realli love pleas follow pleas beg ☀🙏✖7 796 ENLARGED_POSITIVESMILE ENLARGEDDWORD',positive
'suppo ive cousin best POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'POSITIVESMILE laugh receiv luck ENLARGED_POSITIVESMILE',positive
'omg laugh 10 15 min pat that love POSITIVESMILE URL ENLARGED_POSITIVESMILE',positive
'love blue hair POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'love love POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'wow error HASHTAG special stage amaz POSITIVESMILE POSITIVESMILE vixx HASHTAG ENLARGED_POSITIVESMILE',positive
'bi hday bi hday will spend parent money haha POSITIVESMILE *_* $_$ ENLARGED_POSITIVESMILE ENLARGEDDWORD ENLARGEDDWORD',positive
'visit 22 countri world POSITIVESMILE need travel HASHTAG travel HASHTAG stoke URL ENLARGED_POSITIVESMILE',positive
'final discov band royal blood POSITIVESMILE royalblood HASHTAG ENLARGED_POSITIVESMILE',positive
'ilov one boy life POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'dinner POSITIVESMILE thank continu bless guidanc ENLARGED_POSITIVESMILE',positive
'life treasur POSITIVESMILE URL ENLARGED_POSITIVESMILE',positive
'love starship traine POSITIVESMILE URL ENLARGED_POSITIVESMILE',positive
'want pizza POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'♡ good morn POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'im tell world _blank blank make happy HASHTAG santaswishlist HASHTAG URL',positive
'surpris wonder mood today enjoy gdjb HASHTAG right now ate tasti pizza hour ago pass exam morn happy HASHTAG',positive
'one mani peopl gave strength POSITIVESMILE thank happy HASHTAG thanksgivings HASHTAG DOTS URL ENLARGED_POSITIVESMILE',positive
'im happy HASHTAG URL ENLARGEDDWORD',positive
'packag arriv happy HASHTAG URL',positive
'best feel happi your happy youv made somebodi els happy happy HASHTAG weekend guy',positive
'smile wali best way make self happy HASHTAG URL',positive
'happy thanksgiving happy HASHTAG thanks HASHTAG giving HASHTAG thanks HASHTAG thx HASHTAG festival HASHTAG day HASHTAG giving HASHTAG givethanks HASHTAG grateful HASHTAG DOTS URL',positive
'happy friday 💞 friday HASHTAG happy HASHTAG mummy HASHTAG chanel HASHTAG chanel HASHTAG lover chanladdict HASHTAG jerushaaddict HASHTAG klintonstyle HASHTAG justahawaiis HASHTAG DOTS URL',positive
'thank anoth beauti execut order happy HASHTAG',positive
'yeah book ticket see hellogoodbye HASHTAG februari happy HASHTAG',positive
'POSITIVESMILE happy HASHTAG friday HASHTAG everyone POSITIVESMILE thank everyone HASHTAG following HASHTAG ing HASHTAG favorites HASHTAG POSITIVESMILE URL ENLARGED_POSITIVESMILE',positive
'beauti scarv love clutch bag just arriv POSITIVEHASHTAG ff HASHTAG happy HASHTAG URL',positive
'let tri one good day POSITIVEHASHTAG peace HASHTAG happy HASHTAG true HASHTAG 😎😍☀🌵🍂🍃 URL',positive
'life now complet sophiawebster HASHTAG samplesale HASHTAG POSITIVEHASHTAG shoes HASHTAG happy HASHTAG bi hday HASHTAG URL',positive
'im happy 14 way happier via URL bwn HASHTAG happy HASHTAG inspiration HASHTAG POSITIVEHASHTAG motivation HASHTAG',positive
'yay just reach 100 follow thank everyon happy HASHTAG travel HASHTAG POSITIVEHASHTAG plantbased HASHTAG',positive
'say merry HASHTAG christmas HASHTAG someon special hug box😃 URL personalised HASHTAG gift HASHTAG hug HASHTAG happy HASHTAG uk URL',positive
'best thnaksgiv ever happy HASHTAG thanksgiv URL POSITIVESMILE te amo URL ENLARGED_POSITIVESMILE',positive
'mum best first black friday purchas coat happy HASHTAG',positive
'two wonder peopl just told fantast news happy HASHTAG POSITIVEHASHTAG (you know )',positive
'readi move new 3 bedroom apa ment cant wait POSITIVESMILE',positive
'subscrib coolgamergirl escapad youtub POSITIVESMILE great weekend everyon',positive
'shot week work 2 love bedroom 2 love children POSITIVESMILE — feel proud',positive
'good nigh nice dream ndut POSITIVESMILE',positive
'fantast way end week POSITIVESMILE student stay back friday improv handwrit POSITIVESMILE POSITIVEHASHTAG ENLARGED_POSITIVESMILE',positive
'oh pleas POSITIVESMILE ENLARGED_POSITIVESMILE ENLARGEDDWORD',positive
'rcl1milliongiveaway HASHTAG hi rachel POSITIVESMILE congratul 1million subscrib pleas read entri URL',positive
'thank POSITIVESMILE round applaus pa cant believ im actual done high school',positive
'got new pokemon POSITIVESMILE URL ENLARGEDDWORD',positive
'goll POSITIVESMILE URL ENLARGED_POSITIVESMILE ENLARGEDDWORD',positive
'bi hday shoutout twin happi bi hday dear twin wish good year ahead POSITIVESMILE',positive
'rcl1milliongiveaway HASHTAG hi rachel POSITIVESMILE congratul 1million subscrib pleas read entri URL',positive
'hi pleas call back POSITIVESMILE POSITIVESMILE',positive
'maliyah pretti POSITIVESMILE URL',positive
'good even queen beauti POSITIVESMILE URL',positive
'black friday POSITIVESMILE shop great love',positive
'wish sta everi day long hike POSITIVESMILE URL',positive
'done 2pm cant wait hangout korbyn POSITIVESMILE hes good boy POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'sleep beauti POSITIVESMILE',positive
'good night POSITIVESMILE',positive
'everyth ok POSITIVESMILE',positive
'whoareyou HASHTAG love song girl simpli perfect POSITIVESMILE',positive
'stay aunt bev uncl colin hous look forward 2 go 2 spend time 2 cousin lol POSITIVESMILE',positive
'bi hday activ last year POSITIVESMILE URL URL',positive
'yay sniffi found DOTS dont ask DOTS just pleas POSITIVESMILE ENLARGEDDWORD',positive
'myterms HASHTAG DOTS dont even know yet POSITIVESMILE disrespect intend DOTS life HASHTAG thank DOTS URL',positive
'thank trish saya POSITIVESMILE',positive
'goodnight na may sweet POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'final POSITIVESMILE watch teaser trailer star war forc awaken URL',positive
'star war episod vii teaser URL | wow now that teaser trailer now get name forc awaken POSITIVESMILE',positive
'good night POSITIVESMILE ♫ shes gone steelhea — URL',positive
'hey POSITIVESMILE',positive
'happi bi hday POSITIVESMILE URL ENLARGEDDWORD',positive
'follow POSITIVESMILE',positive
'get see gf today POSITIVESMILE',positive
'bless love POSITIVESMILE way morn bro great one ENLARGEDDWORD ENLARGEDDWORD',positive
'brilliant POSITIVESMILE URL',positive
'look forward christmas HASHTAG festiv weekend come say hello sat&sun 10 4pm POSITIVESMILE wakefield HASHTAG HASHTAG cards HASHTAG handmade HASHTAG',positive
'treat bodi like trophi clean take care impo ant display everyon see POSITIVESMILE',positive
'got p atd ah shi im happi POSITIVESMILE',positive
'happi thank give american POSITIVESMILE',positive
'shirleen singh POSITIVESMILE love POSITIVESMILE URL',positive
'one day today POSITIVESMILE',positive
'onlin check POSITIVESMILE / URL URL ENLARGEDDWORD',positive
'follow & spring season sta POSITIVESMILE',positive
'peopl world crack POSITIVESMILE',positive
'final found decent anim app phone POSITIVESMILE',positive
'end now just okay POSITIVESMILE',positive
'tonight shall fun POSITIVESMILE',positive
'anybodi lf1 hit sound guy great player POSITIVESMILE s appreci',positive
'save feel thank POSITIVESMILE',positive
'holi sweet lordi ten subscrib ehk im happi POSITIVESMILE day amaz yay new vid soon ENLARGEDDWORD ENLARGEDDWORD ENLARGEDDWORD ENLARGEDDWORD ENLARGEDDWORD ENLARGEDDWORD ENLARGEDDWORD ENLARGEDDWORD',positive
'lot peopl read blog POSITIVESMILE URL ski HASHTAG snowboard HASHTAG season HASHTAG season HASHTAG air',positive
'skype us POSITIVESMILE',positive
'super quick sketch hope like POSITIVESMILE URL',positive
'good night nice dream POSITIVESMILE',positive
'four day till bi hday POSITIVESMILE',positive
'thank topnewfollowers HASHTAG happi connect POSITIVESMILE (via URL)',positive
'happi POSITIVESMILE URL',positive
'hilari old wd40 ad POSITIVESMILE URL',positive
'goodnight POSITIVESMILE',positive
'nice haul gotta go back make sure get liara & wrex though POSITIVESMILE URL',positive
'watch grandma hous week POSITIVESMILE',positive
'one perfect fine lenye2 sunday DOTS POSITIVESMILE',positive
'thank topnewfollowers HASHTAG happi connect POSITIVESMILE (insight URL)',positive
'like scratch peopl back bc make happi POSITIVESMILE',positive
'jasmine POSITIVESMILE sweeti sweeti chocol dairymilk HASHTAG candy HASHTAG jasmine HASHTAG bestday HASHTAG URL',positive
'love snow POSITIVESMILE yeg HASHTAG snow HASHTAG cozy HASHTAG URL',positive
'never run game ever just chill enjoy love POSITIVESMILE',positive
'draw amaz x factor weekend 2 URL winner & rais huge amount thank sponsor POSITIVESMILE URL',positive
'happi bi hday dearest POSITIVESMILE may allah bless life love ♡',positive
'famili absolut ador craig couldnt happier POSITIVESMILE',positive
'stream bit come join like POSITIVESMILE URL',positive
'black friday success im broke POSITIVESMILE yay POSITIVESMILE',positive
'free today gift black friday happi cyber shop POSITIVESMILE raven k asher book black friday freebi URL',positive
'love POSITIVESMILE ENLARGEDDWORD',positive
'love littl evelyn POSITIVESMILE URL',positive
'blow money prank extra URL via great video POSITIVESMILE',positive
'wanna chill tonight text POSITIVESMILE',positive
'alway allow dream p',positive
'ff_special HASHTAG POSITIVESMILE hamesha se classi bnda hai ye POSITIVESMILE nice person',positive
'hello thanksgiv love littl munchkin POSITIVESMILE URL',positive
'goodmorn puppi POSITIVESMILE via /r/aww URL',positive
'glenn beck theblaz theblaz radio network lol POSITIVESMILE uRL',positive
'stay URL wonder your still smile POSITIVESMILE blue HASHTAG batman HASHTAG URL',positive
'realli excit movi & light favourit peopl tomorrow POSITIVESMILE',positive
'love best friend call sing happi bi hday POSITIVESMILE differ rendit everi year love',positive
'love feel abl buy peopl thing POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'nice day POSITIVESMILE URL',positive
'head town sho ly see love POSITIVESMILE',positive
'thank god im hang one bestfriend ha POSITIVESMILE yeah time fun',positive
'morn POSITIVESMILE URL',positive
'finland said yes sex marriag POSITIVESMILE final good decis tahdon HASHTAG tahdon HASHTAG 2014 URL',positive
'thank love suppo last night guy will see later POSITIVESMILE go watch fifi URL',positive
'a++ effo POSITIVESMILE thank love * URL',positive
'pleas suppo stori POSITIVESMILE thankyou URL',positive
'crazi & dysfunct know POSITIVESMILE love love love famili much joy URL',positive
'stop send funni post hahaha go studi wont repli p ENLARGEDDWORD',positive
'choos zayn malik francisco lachowski POSITIVESMILE — obvious francisco lachowski hahaha URL',positive
'thank topcommunitymembers HASHTAG happi engag POSITIVESMILE (insight URL)',positive
'hi guy POSITIVESMILE HASHTAG ̇stanbul turkey HASHTAG turkishboy HASHTAG view HASHTAG spo HASHTAG HASHTAG ger polish HASHTAG girl HASHTAG polish HASHTAG russian HASHTAG russian HASHTAG girl DOTS URL',positive
'just fun POSITIVESMILE URL',positive
'thank topcommunitymembers HASHTAG happi engag POSITIVESMILE (insight URL)',positive
'check lip dub lou bega mambo 5 hope guy like POSITIVESMILE lipdup HASHTAG funfriday HASHTAG URL',positive
'congrat friend pass ufe HASHTAG go celebr yall deserv POSITIVESMILE',positive
'yes know talent POSITIVESMILE drawing HASHTAG POSITIVEHASHTAG imagine HASHTAG thefall HASHTAG theview HASHTAG amas HASHTAG coolkids HASHTAG URL',positive
'megdeaangelisgiveaway HASHTAG HASHTAG megdeaangelisgiveaway HASHTAG HASHTAG pleas POSITIVESMILE URL ENLARGED_POSITIVESMILE ENLARGEDDWORD',positive
'back gym POSITIVESMILE xx',positive
'alright alright thank much love POSITIVESMILE POSITIVESMILE POSITIVESMILE POSITIVESMILE POSITIVESMILE POSITIVESMILE POSITIVESMILE POSITIVESMILE POSITIVESMILE POSITIVESMILE POSITIVESMILE POSITIVESMILE POSITIVESMILE POSITIVESMILE POSITIVESMILE POSITIVESMILE POSITIVESMILE ENLARGED_POSITIVESMILE ENLARGEDDWORD ENLARGEDDWORD ENLARGEDDWORD',positive
'great time watch stream come join POSITIVESMILE let fun URL',positive
'final got phone happi POSITIVESMILE',positive
'im excit POSITIVESMILE christmasiscoming HASHTAG URL',positive
'tri enjoy break two paper write POSITIVESMILE POSITIVESMILE POSITIVESMILE',positive
'cant help smile see x wing fighter fli format POSITIVESMILE star war forc awaken offici teaser URL',positive
'astro comin soon POSITIVESMILE',positive
'look like ive confirm first ever gig itali someth expect year DOTS realli excit POSITIVESMILE info soon',positive
'sister forc go dad hous today bi hday nice POSITIVESMILE',positive
'get iphon 6 today POSITIVESMILE yaya thank black friday sale get christma present earli ENLARGEDDWORD',positive
'happi friday philadelphia enjoy rest long weekend POSITIVESMILE URL thanksgivingweekend HASHTAG DOTS URL',positive
'thankyou twincam club kendal POSITIVESMILE ENLARGEDDWORD',positive
'hello POSITIVESMILE grade 12 youth job recommend follow',positive
'hope everyon good turkey day POSITIVESMILE URL',positive
'thank much s & fave happi weekend POSITIVESMILE ENLARGEDDWORD',positive
'im excit summer visit spain franc germani gonna great POSITIVESMILE',positive
'thank everyon featur followfridays HASHTAG impo ant reward thank POSITIVESMILE',positive
'* get 10k favorites*m aint realli fuck way back bout now POSITIVESMILE',positive
'hii harri xx💞i hope your well POSITIVESMILE thank amaz album 🌸could pleas follow today love 💕 🙌',positive
'5yearsofbigtimerush HASHTAG thank amaz year POSITIVESMILE URL',positive
'weekend POSITIVESMILE',positive
'sure POSITIVESMILE okay tri sajna (farhan saeed) POSITIVESMILE ENLARGEDDWORD',positive
'get like 100 thing final found someth tj POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'snuggl kid POSITIVESMILE',positive
'pa y tonight yes POSITIVESMILE ENLARGEDDWORD ENLARGEDDWORD ENLARGEDDWORD',positive
'never late earli fluffi sock p',positive
'clean jam shmoke POSITIVESMILE ill keep ya post cam time today sure plan yet',positive
'friendship HASHTAG hea warm POSITIVESMILE URL',positive
'robin streamt gaming music fun POSITIVESMILE uRL',positive
'thank POSITIVESMILE',positive
'sharon fruit & ground mix nut hm vit c overload necessari dad creation happi friday POSITIVESMILE xx URL ENLARGEDDWORD',positive
'love littl music lover POSITIVESMILE URL',positive
'im happi POSITIVESMILE allumdillah HASHTAG',positive
'hope everyon wonder weekend check latest studio endeavor POSITIVESMILE 3b4jhoy HASHTAG URL',positive
'new starwarstrailer HASHTAG super excit look amaz POSITIVESMILE starwarsepisodevii HASHTAG',positive
'make hea smile 😊💖 URL POSITIVESMILE',positive
'appar yeg HASHTAG know much love snow POSITIVESMILE',positive
'thank topcommunitymembers HASHTAG happi engag POSITIVESMILE (insight URL)',positive
'your look join let know im inact check tomorrow pleas everyon POSITIVESMILE',positive
'look came mail today POSITIVESMILE URL',positive
'goodnight POSITIVESMILE',positive
'POSITIVEHASHTAG night POSITIVESMILE',positive
'star war POSITIVESMILE',positive
'beauti photo ice rider world oldest lake POSITIVESMILE URL',positive
'rob forev surpris us POSITIVESMILE',positive
'congrats POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'good night friend POSITIVESMILE uRL ENLARGED_POSITIVESMILE',positive
'love baekhyun love eyesmil POSITIVESMILE',positive
'anyon wanna hang tonight POSITIVESMILE',positive
'buy peopl nice gift money make happi POSITIVESMILE',positive
'travel thing buy make richer 🌎 roadtrip HASHTAG yay HASHTAG POSITIVESMILE URL',positive
'just nap POSITIVESMILE',positive
'done POSITIVESMILE robin top choic URL day left cast vote',positive
'hey final made nz HASHTAG ny see show POSITIVESMILE cantwait HASHTAG URL',positive
'just woke POSITIVESMILE',positive
'everyday letter POSITIVESMILE goodnight dongha oppa love you　leedongha POSITIVESMILE URL ENLARGEDDWORD',positive
'check right now POSITIVESMILE pump play',positive
'alway keep happiness POSITIVESMILE POSITIVEHASHTAG behappy HASHTAG POSITIVEHASHTAG day HASHTAG design HASHTAG dilpakg HASHTAG URL',positive
'good night POSITIVESMILE',positive
'say weed bad can caus death give will suffer POSITIVESMILE thankyou',positive
'happi bi hday ps4 HASHTAG POSITIVESMILE',positive
'sweet potato pie breakfast POSITIVESMILE',positive
'back thanksgiv 4 year ago POSITIVESMILE URL URL',positive
'babi best clean room POSITIVESMILE',positive
'happi bi hday hug thank amaz voic congratul POSITIVESMILE trance HASHTAG DOTS URL ENLARGEDDWORD ENLARGEDDWORD',positive
'love nice relax even POSITIVESMILE',positive
'happi bi hday cuti POSITIVESMILE',positive
'babi will everyth POSITIVESMILE ♫ everyth boy like girl — URL',positive
'black friday shop success POSITIVESMILE',positive
'happi POSITIVESMILE',positive
'life better drunk beerfo hat HASHTAG POSITIVESMILE POSITIVESMILE',positive
'ok now offici chrisma season cant happier POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'just saw window thrive HASHTAG happi paint today POSITIVESMILE',positive
'home alon watch homealone HASHTAG DOTS yeeah buddi POSITIVESMILE ENLARGEDDWORD ENLARGEDDWORD',positive
'so happy POSITIVESMILE ENLARGED_POSITIVESMILE',positive
'уеp haha good weekend dear friend POSITIVESMILE',positive
'go paintbal boyfriend bi hday tomorrow POSITIVESMILE',positive
'URL POSITIVESMILE awesom song POSITIVESMILE bajnachahiyegaana HASHTAG',positive
'glad POSITIVESMILE',positive
'spinnin deck residenti club POSITIVESMILE music HASHTAG studio HASHTAG djlife HASHTAG hardcastl3 HASHTAG theotherone HASHTAG DOTS URL',positive
