Tweet,Sentiment
"@Mike_P_Williams I finally found a couple at the local corner shop yesterday! I bought them out of stock. Not a fan :(","negative"
"@Familiarhorses  so brautiful haflinger :(","negative"
"What happened to the rain??!! :(","negative"
"@luhanballs what is this I don't have access to computer yet :(","negative"
"FOREVERALONE!!!:(","negative"
"@ExiledFromHell @Baybdoli I'm scared for my holy pally now :(","negative"
"@mlee938 no princess around just the queen really sorry tho :( :(","negative"
"Can't sleep :(","negative"
"@ameesha_patel to many tweets by @AmeshaIndonesia look amy, they show much AP indonesia love u, give ur following to our fanbase please :(","negative"
"mum x let me go for last law class. okay :(","negative"
"Con fiebre :(","negative"
"@xandria_v Same hereee!!! :(","negative"
"It's true tho... the nicest people are almost always the most damaged :( @ladygaga I love you so much you spoke out a very brave thing","negative"
"I sincerely hope this is true bc walking through Ottawa this morning was straight up painful from the cold :( http://t.co/pIrAAepHLv","negative"
"You Who Came From The Stars Season 2 please!!!!!!!!!!!!!! :((((((((((((","negative"
"Relegation aiye @Mezie_Chi: Loool...but hunney....you're young""@ikhineh: Chinway, pls stalk me :( ""@Mezie_Chi:"" http://t.co/Qj6FX2tG54","negative"
"@NeoAaragorn I don't feel like charging. If I do that thing between me and that family becomes way too professional. I can't even say no. :(","negative"
"One Direction - Night Changes: http://t.co/PSWDJ0bJKA via @YouTube #madehercry #nobodyhastoknow  :(","negative"
"@xbrokenxup what triggered ur depression baby? why do u feel the need to cut? :(","negative"
"It's so cold :(","negative"
"Well we decided to wait til May. :(","negative"
"imma cry, i think i contracted @nalydnahc 's flu :-(","negative"
"I'm going to be so sad when all my friends move away to college :(","negative"
"Don't wanna go to school :(","negative"
"see you guys in a month or two :(","negative"
"The story was supposed to be sad. The tweet outshined it though :( @just_mingas","negative"
"I'm all cuddly and warm :( schools dumb","negative"
"Chocolates neutralized by water. I'm sooooo siiiick. :(","negative"
"Maybe it is not you to feel it. But... But huaaaa :(","negative"
"I liked a @YouTube video from @freeleebg http://t.co/sKtrJjY9fb The Contraceptive Pill made me FAT! :-((","negative"
"@wonDORful me too, ang tanong is someone smart and funny enough to play with me? :(","negative"
"never gonna get over pimmy :(","negative"
"@cinetic @motoridersd ive actually never owned a powerful car. 240 is the most hp i've had, sadly. :-( which is why i want an M3!","negative"
"Cant meet him till i'm back from brunei coz he will be on reservist... Hurrr.. :(","negative"
"Why am I still sick :(","negative"
"Director V V Vinayak garu's Mother passed away. RIP :(","negative"
"@ramosnine5 I hope you're okay :(","negative"
"@quidco @Fish95A I've checked my body shop clue twice today and no cookie showing either :(","negative"
"@mr_meestar dont be mean :(","negative"
"The richest niggas are always married though :(","negative"
"This week already feels like its been going on for 7 days already :-(","negative"
"Aw Beth :(","negative"
"@nazihahsamsuree  sorry laa :(","negative"
"“@Carmilya: guys help me which one to wear hahah :( http://t.co/MLzKqfXdCt” secondzz 👌","negative"
"Moodbooster where are you :(","negative"
"Second film of holiday day: Horrible Bosses 2. Doubt there will be ant marmalade sandwich jokes :-(","negative"
"I need coffee :-(","negative"
"@zaynftizzy aaww hun :( I just wish that someone else noticed this because u don't have anything to do with it.. Thank u for caring ♥","negative"
"Shouldve brought my other jacket fml :(","negative"
"@OfficialLouTom I hate me and my life. Everything goes wrong. I need your hug now but this will never happen unfortunately. I'm so sad :(","negative"
"Y am I not home :(","negative"
"Que saudades da caty, do the fuckers :(","negative"
"Good night :(","negative"
"I'm off energy drinks again. I am the walrus :(","negative"
"hais i needa sleep needa wake up at 5 :-(","negative"
"To this daaay I'm still a little salty about missing that jazz and blues :( School just ruin people life so","negative"
"@I_lay_pipe  harder than you think :(","negative"
"@soshiphilic not sure about that hun :( i'm sorry.","negative"
"@TrevorOLN Can i come with you? It's so cold in germany rn :(","negative"
"You always have that thing that no one owns baby :(","negative"
"I don't want to go in my kitchen now and no one is at home :(","negative"
"Feel like screaming out loud :(;((((((((((((( why why why why why whyyyyyyyuubwowisoskakskksksks","negative"
"@Real_Liam_Payne Here too babe <3 :(","negative"
"@Lashaeeee____ FOLLOW MY NEW ACCOUNT FOR ME if you not already : ( @dbljr_ ) , Ill follow back ASAP !","negative"
"@lovesuggestion probably shitty advice but id say to reduce work by a few hours... sometimes u have to make sacrifices in life u know.... :(","negative"
"@ArianaGrande follow me back, please :(","negative"
"@NRBMN i deactivated it for some issues actually. :( Now ive got a new one. @fathinadiahhh not really active cos just created. :/","negative"
"@princess_atl Haha the team is awful! :(","negative"
"also we're makin my brother a new bedroom in the loft so it's literally more than double me and my mums room's >:(","negative"
"@batman6920 me too baby :(","negative"
"@Behzinga your the only sideman that's not verified now :( @verified hook him up yee?","negative"
"@phumedlamini :( IF ONLY I SAW YOU","negative"
"thinking out loud do ed :((((","negative"
"Fashola Bus... From oshodi to sango... Everyday experience... :( http://t.co/VWaLr3aErL","negative"
"Man I wish I took basketball seriously back in grammar school :(","negative"
"Kiss me under the light of a thousand stars :(","negative"
"class :(((((","negative"
"@BestBuySupport Hi, can you give me more info about Nicki Minaj The Pinkprint Only @ Best Buy? What are the extras :(","negative"
"@JonCrowGamer thanks I'm mixed with emotions right know :(","negative"
"“@Calvinn_Hobbes: Just let me stay in bed :( http://t.co/nhlZteLLl8” @kelseyedinger","negative"
"@mcflyharry why you never tweet me? :(","negative"
"@mccannsuckers what happened? :(","negative"
"I don't want to drive in the rain :(((","negative"
"youre so mean to me omg 🔫 ily! :(","negative"
"Can't seem to shake this funk :(","negative"
"Cute stray kittens are my weakness :-(","negative"
"2 new guys starting this week :( there goes my 37.50 a week","negative"
"My power went out in the middle of making toast :(","negative"
"“@_22nadine: just remembered when we were washing the dishes..n u were like, why not like commercials? :( still not glowin @rawaneal""I LAUGH","negative"
"@mariiaa95  whats wrong bb? :(","negative"
"Just realized I won't be able to go to forest this year :(","negative"
"working 4-10 tonight no ty :((","negative"
"I'm so bored :(","negative"
"@AsapBlakeoo FOLLOW MY NEW ACCOUNT FOR ME if you not already : ( @dbljr_ ) , Ill follow back ASAP !","negative"
"@SkyBet :-(( cheers.. Fingers crossed for Saturday!","negative"
"@Turtle3199 a month :(","negative"
"@_VivaLaRell FOLLOW MY NEW ACCOUNT FOR ME if you not already : ( @dbljr_ ) , Ill follow back ASAP !","negative"
"Those times that you're so sad and no ones there for you. :( This is me right now","negative"
"The one time I bring a drink in my room I spill it everywhere :( #sad","negative"
"mama awards 2014 tmr and OT10 :-(","negative"
"Off to school :( #3YearsOf5SOS #IAmTheRealLukeHemmingsFollowParty","negative"
"@SkierSask brutal! I need goaltending so badly :(((","negative"
"feel like writing something about jinhwan :(:","negative"
"@babbbyyyygirl Noooo, we need you here :((((","negative"
"It is now  :-( ""@ChelieinTX: @AshPnX Uh, I believe that is HER heating pad, human.""","negative"
"@fyeahUKISS_ so lucky~ i don't know really know anyone in japan :( and yes, the shipping is expensive ><","negative"
"@SoTurquoise Plz help me get bullying story to @justinbieber http://t.co/j1RgsogrJ5  live with Aspergers msg in description #endbullying :(","negative"
"@Big_Z_MTG what's he on, UWR midrange? I am unable to watch right now :(","negative"
"@prxncess_rei yes :((((( she sent me multiple images of Moonbyul (rapper aka my favorite in the group) without warning","negative"
"Where's my good morning txt? :(","negative"
"Some of my tweets are not coming through that people have tweeted me and i'm only seeing them if they have been favourited :(","negative"
"@Leontids ?? what happened? :(","negative"
"but i want SHY to attend mama :(((","negative"
"@eunhaemode but but thats not fair!!! :(","negative"
"Night. Not a good one :(","negative"
"@hanphrodite :-(( giving me the mafia-vibes i'm anticipating for this photoshoot :-(( ( father and mafia boss","negative"
"@gnarlykeatonx my stomach is hurting rn ugh :(","negative"
"First in line for @DrakeBell  but I can't bring my water bottle in? :(","negative"
"My babies are all grown up now. I miss you both. :( @ Home ♥ http://t.co/MESqSEHGZV","negative"
"“@soompi: #Tablo and #Haru to Say Farewell to “Superman Returns” http://t.co/WHuzrjq2RZ http://t.co/ptHr19ohjo” :(","negative"
"im ashamed of my ship choice.i love kuvira and korra so much:(","negative"
"@RedmenDesigns get them stamped mate that's what I have to do now :(","negative"
"@penguinislukex no please dont cry :(","negative"
"aLSO THIS VINE WILL FOREVER BE MY FAVE :(((( https://t.co/TaMNJg8hnZ","negative"
"I totally forgot to bring an umbrella :(","negative"
"I needa start realizing my own worth and stop putting up with people's bullshit. I'm so good to people. ESPECIALLY my FRIENDS :(","negative"
"i wish i knew what to do :( to effect positively the world around me","negative"
"@YoshiMCF The problem is that it NEVER sets as active :(","negative"
"@OGDanDadda lol cause the cameras are nearly in the ceiling and I had to fix one of them :(","negative"
"@ESPNFantasy Get outa here :(","negative"
"Update on the physics vandal - apparently the brick was wrapped in odd writings mentioning string theory (what I work on) multiple times. :(","negative"
"ppl prob think I'm weird & thirsty now :(","negative"
"Also idk why I'm listening to Ellie Goulding with this weather. All her songs remind me of summer. :(","negative"
"5sos havent announced anything for their birthday yet wtf :(  if theres no surprise tomorrow then idk what i'll do ;/","negative"
"It's so weird that I'm just home now and my experience is England is over :(","negative"
"@Louis_Tomlinson not yet :(","negative"
"Gudnite ~ I miss youuu So much :(","negative"
"Gaga has hinted about it so much in the past, so we all kind of guessed. But it really hits you now that she has actually admitted it :(","negative"
"Gotta wait till 1 :(","negative"
"@_sarahstweets yeah :( wanted to ask if she was alright but thought she had a lot on her hands","negative"
"@SweetCandy520 yes..because i don't understand Chinese :(","negative"
"the world is spinning too fast for YOU and ME :((","negative"
"@_gotme We put lots of efforts just to see SJ win GDA. But now they didn't even nominated, so speechless :(","negative"
"feel like crap. all i want to do is go home :(","negative"
"Today is going by so slow :(","negative"
"work tmr goodnight :((","negative"
"@UncleTehPeng damn. I haven't even try it yet! :(","negative"
"@justinbieber do you love me? :(","negative"
"@gmtgadmantang :(( tmr you going to school or studying yourself?","negative"
"they're the cutest :( http://t.co/tOBq9xUzYC","negative"
"@Cazz1e I'm sorry about this Caroline :( Can you please note which store you are referring to so I can feed this back? Thanks, Nisha","negative"
"Dear @Starbucks please open a Starbucks on Front Street in Worcester, Ma. If I have to drink anymore bad coffee I am going to cry. :( #beg","negative"
"@NikeStoreEurope How sad it is! :-(","negative"
"""@UberFacts: In the Los Angeles area alone, 10 metric tons of plastic products are carried into the Pacific Ocean every day."":(","negative"
"they killed Beth! :( #dammit #TheWalkingDead","negative"
"There's no point in replying just once and then reply next day -.- might as well not reply :(","negative"
"@Suga_Mint hes not allowed to look like that >:(","negative"
"Quarantine pa more awww :(","negative"
"@blumo0n @thepoettrap @rancidsassy Oh wait, no, this bad boy is so sorry :(","negative"
"@UntalanArrel @FortunReason what same na mondayyy :(( I dont have class pero 7:30am naman pasok ko the next day.... whyyy bakeeeeeet :((((","negative"
"""@Calvinn_Hobbes: Just let me stay in bed :( http://t.co/8NyPtx9N9C"" yas.","negative"
"i feel like stephen would give really good cuddles and I want Stephen cuddles right now :(((","negative"
"I want a little sister :(","negative"
":( ""@Bibi_Jay: Lol dude!""@ImNotOnTwita: Baby, I'll forever love you so much 💜😘 @Ms_ImNotOnTwita""""","negative"
"@sitissofia stop !!! :((","negative"
"but when she says "" i was in pain "" :(","negative"
"I really miss @andrewlx too :((","negative"
"I think I lost my scale :(","negative"
"How'd be able to watch The purge at 11:30 when I haven't start my kambal na assignment? :(","negative"
"@chouchou_ss huh?? I didnt know.. I voted thru MAMA app but that didnt appear on my app... :(","negative"
"@presleysaige :///// :((( oops","negative"
"how dare you use this photo :((( h8 u jay villaver hahahaha http://t.co/wLTnUbBD2v","negative"
"@DJTosin @theejamieson thought that emoji doubled as ""I showed you/told you so"" :(","negative"
"My hair and makeup used to go so good lol what happened :(:( http://t.co/otaNvJ7Lqh","negative"
"Headache headache please go away. You have made my night miserable. :(","negative"
"@IrishK1Drauhl it won't go through :(","negative"
"@Kevlaar_ :( i figured it would be her, but it's so crushing they had her safe, then that happened. Maggie was minutes away from her T_T","negative"
"I see so many deer pics! Congrats to everyone. Wish I could be home :(","negative"
"@NaeCudCareless nevermind I forgot I have drivers ed :(","negative"
"@FollowRenz i don't play games when it comes to love :( huhuz","negative"
"Can't sleep :((","negative"
"i love not owning a jacket when ifs fucking raining :(","negative"
"I haven't shopped in so so long: I hope I find something :(","negative"
"My 1B is like my worst class :(","negative"
"@liamsmiledrug okayy :(","negative"
"My throat hurts & I feel like i'm burning up :(","negative"
"@the1975 @DirtyHitRecords please!!!!! Couldn't get my hands on a ticket :(","negative"
"thanks mum for telling me that zen was leaving today 😰 didnt even get to say goodbye and i wanted a hug from her :(","negative"
"My poor babe's been sick since last Monday :(","negative"
"@TjWallas Yes I am looking for another me to work with! It's so lonely over here :(","negative"
"give a little time to me :(","negative"
"There is only one thing I want for my birthday and I can't have it and I honestly hate myself for it :(","negative"
"""@yjanas: If any of you have the power to manipulate the weather please do something about the storm set to arrive this weekend :-(""","negative"
"I hate when I allow other people to put me in a bad mood >:(","negative"
"sumpah ! stress :((","negative"
"They all had to grow up :(((( http://t.co/ZlMgYe0pLQ","negative"
"aller salut :( =====>","negative"
"@SuperFamicomGuy I'll have a look before Thursday but looking doubtful. I don't have it on old burnt CDs :(","negative"
"@elharmonz @DaveChappelle how?! it keeps not working for me :((","negative"
"@OutbackNanny I'm so sorry :(","negative"
"You said you wud be with me until forevr..I didnt knew your forever was A Day!! :/ :( </3","negative"
"#DesperadaMoves naming apat.. @mEdsz @byundaji @evangelinism_ T___T We really want to watch TRB huhuhu inang reyna @happeesy :((","negative"
"Missing staniel :(","negative"
":( guilty https://t.co/hNausWIOaF","negative"
"@sbrnbtrsy well it was my fault for drifted my bestfriend away :-(","negative"
"@Sasseeloo yep, I'm with you totally on that. Plus the fact I love Martin Freeman (so underrated).... It's a shame :(","negative"
"@Castle_ABC Sadly episode is ""jumping the shark"" again. :(","negative"
"@MUTGenius101 sorry :(","negative"
"@SHARYLaHotel @selenaclarisse gets getss :( sayaaang was free the whole time na! :((","negative"
"@saramahfidz um i hope you can ah i miss you so much you know ah :(","negative"
"#RIPBeth :( @emmykinney i'll miss you on #TWDFamily T_T @LaurenCohan you made me cry so bad that i cant even smile on school. #WalkingDead","negative"
"Goodnight :( :( :(","negative"
"Wish I could stay in bed and sleep a little longer :(","negative"
"My Moto X (1st gen) and I are sitting over here waiting to get our Lollipop. All the other kids have one :(","negative"
"Gagal Move On :(","negative"
"@HeliGnann I probably won't :(","negative"
"I miss Andrea for real :(","negative"
"@JabongIndia Here it is! Please let me know whatever the status is! :( http://t.co/qTewe1Lvec","negative"
"@_arndog @VibeTickets how much were they FV? We do not set the prices unfortunately :( we simply source them whether FV or not on one page","negative"
"@Jeslynsays_ we've got young blood but ive got old face 👴 :-(","negative"
"he's scratching himself a lot again so i had to put back the cone on him again :( poor baby http://t.co/j1TfEyLRpQ","negative"
"My arm bathong :(","negative"
"so worried :-( i hope everything's going to be fine.","negative"
"I want panera :(","negative"
"so many things i used to enjoy but i don't do any more :(","negative"
"@crissasmile hi broke, im steph :(((((","negative"
"Missing my bestfriend so much :(","negative"
"Should've just said no to working tonight :(","negative"
"Take me into your loving arms :(","negative"
"Finally home from duty! Ughhh. I was the scrub nurse and was standing for 5 hours straight inside the OR. Ahhhh my legs :(","negative"
"@5secstolarry They hurt us :( again and again","negative"
"@joelvardy :( I wanted people to be out with pitchforks!","negative"
"""@ranzkyle: I need someone to talk to💬💬"" me please :(( notice me pleaaaase :( XDD","negative"
"So sad lah, my favourite couple in the show :(","negative"
"@madmum661 @DLurcher Cut pawpad & it went bad. On antibiotics, has 2 keep it dry so, bandage, then plastic bag, then sock over both :(","negative"
"""@IsaLeith: “@ninjadr00l: @_balsley_ @abbieemariee01 I want her too 😭” I want all of you 😭😪"" I wish I could have all of you. :(","negative"
"@HondaCustSvc are 2014 Accords supposed to be having issues needing a rebuilt engine at 9000 miles due to faulty parts? :(","negative"
"@lautner can't see on the link, says the tweet/page is gone :(","negative"
"WOW. I forgot something I really need today :-(","negative"
"@DramaHigh @BeautywithN_Aya I cant find it anywhere either try amazon the last couple of days still don't see Sweet Dreams up there :(","negative"
"My feet hurt so bad... :(","negative"
"@GamrEnchantment I accidently stole @DeathlyiAm MLG hat. :(","negative"
"“@FascinatingVids: The cutest perfect loop you'll ever see. http://t.co/yMAyJu65c9” @Trippyy_yo I want it :(","negative"
"Wierd. Can get on twitter & fb some of the time. Please don't think I'm being rude if I don't reply - it's all supposed to be banned here :(","negative"
"4 hours sleep last night wasn't fun :(","negative"
"Why can't I go back to Panama with my mom tomorrow?! :(","negative"
"The new Wu Tang album is very sad! :-( Only one tune deserved a ""REWIND!"" - '40th Street Black' http://t.co/xjNS2WdYBl","negative"
"Photo: Sorry :( http://t.co/txwdYuR7Gs","negative"
"@indiekidcalum i miss you more melike!! haven't seen you around here in a while :(","negative"
"Someone hold me @UnionJworld but they are missing Jaymi :( http://t.co/lN5C9ink2K","negative"
"After making tea and getting into my onsie and watching home alone it's so hard to get up and go for a run :(","negative"
"I missed being in Korea, my student's life :( I just can't find happiness in what I am doing now. No matter how hard I try. Touche'","negative"
"This heat really :-(","negative"
"Didn't get an invite for the VS show today? @VictoriasSecret i suppose that's what happens when you switch to menswear :-(","negative"
"Depressing how much work I've got to do :(","negative"
"wth tablo and haru leaving return of superman?!!!!!!!!!! :((((((","negative"
"@AndySamuels is the day when you follow me gonna ever happen ? :(","negative"
"@LauuCox aw hun :( 💝","negative"
"@keriesh59 i cant sry :(","negative"
"@exoxiaoluimnida lu ge :((( chanyeol has been a dick to me;-;","negative"
"@sshinzye just call me whenever you want money. I don't know where to spend :(","negative"
"what i need in my life right now is some apple kush from high times and a bottle of chocomel :(","negative"
"I'm so busy in work that it's been two weeks since I checked @pinterest :(","negative"
"Feeling terrible. Drinking tea did not help at all :(","negative"
"Hem Raduljica hem Young gelse :(","negative"
"""@thattgirlemma: I'm so bummed that I'm not singing at the statehouse today. I miss my AOSFYC family."" Same :(","negative"
"@vineyharry same here :(","negative"
"@zwitter04 tell me im pretty :(","negative"
"@PattySavior same here :(","negative"
"Of course all the Christmas films start when I'm just about to go to work :(","negative"
"@flybypromnight please stop :(","negative"
"Home sweet home :( pagod http://t.co/MRrMlEzHlG","negative"
"@alannabelike Maybe wait until you take your finals first though. Just to be safe. Also, don't sit on it too hard or it can burst. :(","negative"
"I didn't expect to see that today..... : ( I hope there okay... http://t.co/bYJDAvNAzn","negative"
"@mescalineeyes taken! And you wouldn't destroy our marriage, would you? Mirror would hate to see its parents apart :(","negative"
"@Schneegs Miss you too :(","negative"
"@Milesbian11 she looks so cute and like she's falling in love :(","negative"
"I will never be over that crush she's so damn pretty haha :(","negative"
"@48tapegirl hope that is why most of the time you bo hew me :(","negative"
"@GiddyGracious sorry - not really! ""don't let your heart grow cold"" :( #Cathry bc #MumfordAndSons are the best! ❤","negative"
"I know I'm a busy Sabb when I have more than 30 emails waiting in my inbox! #OCDInboxer #MessyInboxMessyMind :(","negative"
"@IIgostozo arigatoo :(","negative"
"@trutherbot @justinbieber yessssssss! I mean..... awwwe :(","negative"
"opened lullabies randomly and this is the first thing i see....... why is this so xiuhan :( http://t.co/Z9Jmmdif0r","negative"
"@heypaulome bond soon! :(","negative"
"School now! :(","negative"
"@Real_Liam_Payne you promised :(((","negative"
"can someone talk t me im high as fk :-(","negative"
"why are u my clarity? :(","negative"
"@MarkMcFadden I would so love to reply to this! but I think a major liable case would ensue rendering me penniless :(","negative"
"@PlaylistLive I didn't get any merch at the last playlist :( they said they were sold out every time I went up there..","negative"
"i want a mini ipad for my birthday :(","negative"
"@unicornsparklll aw no :((( but I bet you'll get a chance to show your real prowess later! 😘","negative"
"Can someone just buy my tickets please :((","negative"
"@pakalolou also in germany, I hate it :(","negative"
"@UberFacts @AmyDorward is this true? :(","negative"
"@teammetrowingar I wasn’t laughing :(","negative"
"@EllisYDGN I know the feeling, but it isn't forever. Remember to keep just a little bit of faith :(","negative"
"ask me please :( — ok :( http://t.co/qhkYemjoav","negative"
"@KANCHANEI_22 am too :(","negative"
"Ate soooooo much last night I feel disgusting :(","negative"
"Im so scared pray hard for my mum :(","negative"
"@AustinMahone If you don't follow me i will cry!! :(","negative"
"@haqireaimza I might be getting them but I'm not so sure. My mum says there's a really high chance I'll need extraction so idk :-(","negative"
"@jaNINJAnine oh noooo im so scared :(","negative"
"PRAY FOR ME THO I SIT NEXT TO MY CRUSH IN FIRST PERIOD AND IDK WHAT TO SAY TO HIM :(((","negative"
"@Ikarossan18 Also, no 64 bitsy :(","negative"
"@lolaaugustine That sucks. :(","negative"
"@CubiqueDJ Where are my sunnies though? You deez'd your friend Welcome :(.","negative"
"whyyy didn't i take advil this morning :(((","negative"
"Leadership for me is being transparent, trustworthy and forthright. Sadly so few people these days qualify in spite of big positions :(","negative"
"I hate that moment when you just NEED to hug Gaga and make her feel loved but you just can't because she's so far away :(","negative"
"@awfucks I've been living off of wifi and my iPod for about 2 months now :((","negative"
"@illumimmani sorry the most I can handle is 4 at a time :(","negative"
"I miss you. :(","negative"
"I want to see the VS show tonight :(. Ariana should wear some wings too oh em gie.","negative"
"@Vstephhh I was everywhere last night... my phone died too :(","negative"
"@the1975 @DirtyHitRecords please! Tried to buy tickets but they were sold out :(","negative"
"Popular Telugu Director #VVVinayak's mother passed away. May her soul rest in peace :(","negative"
"@birthsday @behatisprinsloo no i won't, i got my justin follow on here by myself and i would never :(","negative"
"Two days of squats....yay. >:-( nrdfit http://t.co/oviPNL44ZO","negative"
"@imjusteleanor ugh that is so draining. :(","negative"
"@jcn @djdreilinger She only saw me because she had to. :-(","negative"
"@Innerpowerastro no I haven't moved out yet :(","negative"
"@Incog sending lots of hugs to you. So sorry if anyone has been a jerk. :(","negative"
"Feeling terrible.. :(","negative"
"So my sister and dad want a vanilla cake with coconut icing.... but i want another lemon cake. But i am unable to deny requests. :(","negative"
"@ASOS_HeretoHelp I can't dm you as you are not following me :(","negative"
"Me voy a isaurear :(","negative"
"When will Ashton follow me? I can't even remember how long I've been waiting.. :(","negative"
"Crying bc I'm gonna fail this final :(","negative"
"My stomach hurts :(","negative"
"@sarsarnap timelinez :(","negative"
"@aminotvxq i try, but i get so many fails :( i only have one S-card with more than one star lol...","negative"
"@clarkewolfe @TheOrlandoJones @SleepyHollowFOX @markgoffman @NerdistDotCom need you Clarke and the #sleepycast to process all my feels! :(","negative"
"@lunglock ""I don't cry anymore"" more like ""I don't feel anymore"" this show has made me numb. :(","negative"
"@Louis_Tomlinson i love you so much :(","negative"
"@KirstccfcHarris :( I won't pry into what's going on, but I'm always here if you ever want to rant","negative"
"Hey baby :( @kathpineds he/she is waiting for you to wake up :( 😔 http://t.co/xn2IMhU2ZP","negative"
"VS models are the reason for my low self esteem :(((","negative"
"@justinbieber hey its #DecemBIEBER notice me :(","negative"
"@paolapoe @mareemy @Laly_096 Nooooooooo :( Whyyyyyy","negative"
"@Brn_idPensGrl @Mara0023 @Kennyo415 @TheRick2458 especially for us... and i'll be working on new year's even :(","negative"
"Off to a site :-( please motivate me with #tmituesday #tmitand save the really good ones for my  after dark acct","negative"
"Hypertensive :( not feeling well :(","negative"
"@drmalvika6 OmG! Am disqualified frm the race then! :-(","negative"
"@Funderful1000 we have missed you as well! Could't attend tho :( #blamework","negative"
"woken up by cramps way too early I don't work until noon :(","negative"
"I don't have time to make coffee :(","negative"
"@mcflyharry something I ordered from the store arrived damaged and the help team have not replied in 3 days ! Please help :(🎅","negative"
"@MiePrefecture aww poor bro! :(","negative"
"@the1975 @DirtyHitRecords please :(","negative"
"@niallerio yeh remembr rio people change nowadays :( sad af","negative"
"Worst mood :(","negative"
"how to trick tmr?:(","negative"
"I think I have the right to rest naman diba :(( *y so conyo-tic*","negative"
"@bangszybelly i miss you too man :(","negative"
"we have to put our phones up now :(","negative"
"Wish they could bring the How i met your mother season :(","negative"
"@Siphiwe_Molet hahaha :( I'm soo sorry hey","negative"
"@ItsAlyssa74 my shoulder hurts :(","negative"
":( ""@_KeItu2_: Must b reason im a single mom :( @Lessy_sego: ....go ahead tell your baby mama you gon be with me tonight 🎶”""","negative"
"I almost fell :-(","negative"
"@KJisoo95_MF cakit pelut unnie :(","negative"
"@stellarIoser I wish you could be here too :((","negative"
"@monsterkidradio Just responded to your post on FB. Tech problems are best addressed with support(at)libsyn(dot)com! :(","negative"
"@Aaaaaaaaaarif oh you don't? :( but tak pe la. I know someday we will play dota together haha.","negative"
"@justinbieber thanks for replying everyone but I feel special :( 6x","negative"
"I want a remake of FFVII and FFVIII :(","negative"
"@ESPNNFL @justinbieber Kid looks like a complete douche.... Pats are done :(","negative"
"@NaamEKaafiHay Celebrity ne subtweet ki aur mjhe ab pta chala. Shit. I'm very bad at this task :(","negative"
"@yamring__ that's not the music I wanted :(","negative"
"Feel like I'm always the one making effort. Idk I just feel so low and shitty and ill and meh. Someone cuddle me :(","negative"
"i miss him so much :(","negative"
"@_nakotaa do you have a jacket :(","negative"
"1st ever body assessment/massage #nervous Seems there are 'tight' muscles&tendons everywhere #pain so stretching exercises for homework :-((","negative"
"Home now! I miss my baby :( :( :( :(","negative"
"@LilyMarieMFC missed you again, damn school you gotta end faster >:(","negative"
"Come with me to the clinic :(","negative"
"@dailyserenidad we do get a ton of sales people in this area but the fact that it was so early bothered me :( who knows.","negative"
"@mariaclac @Harry_Styles thank you, me too :(","negative"
"Dang, I put all thoes great memories on Snapchat...now they're gone :(","negative"
"Realistically without my dad I literally don't know where I'd be today. I just wanna repay him for giving up his childhood for me :(","negative"
"I just needed time :(","negative"
"okee siapp :(( @ieubayu","negative"
"Bad luck. :(","negative"
"@nrshdxx kashida haru will leave after this year ends :(","negative"
"@njhcuddleslrh me too I'm so scared :(","negative"
"@CharuYudiFan what is wrong dear :( take care and take rest! get well soon :(","negative"
"Night honey :* @agungpracoyo_ selamat istirahat. I miss you sooooo much :( ({})","negative"
"@Ashton5SOS when will be the day to follow me on twitter ? :( Ahmm I NEVER ? :( :( http://t.co/iDx8G0FqjY","negative"
"Goodnight school tomorrow :(","negative"
"Was reading about how municipalities all over are clamouring to get 'cool streetcars' to improve city building & then remembered #TOpoli :(","negative"
"Can you buy rubbing alcohol etc in corner shops? Ears throbbing :(","negative"
"@DamnCupcake omg I'm crying! You're so right :( lol","negative"
"@fernandoeandres im confused :( dont confuse meeee","negative"
"Ouch.. Almost ripped my nail off :(","negative"
"@JMJ8969 oh no :(","negative"
"@OyinboMe I haven’t even slept yet :(","negative"
"Kinda wish I did better with school. Looking at Masters programs and realizing that I barely qualify for any of them :(","negative"
"@dimplehemmo where'd you go?? :(","negative"
"@Booktrust @Waterstones Shame. Nothing happening in either of the Reading shops :(","negative"
"@RMeadows420 damn all bad :( people forget how to drive in bad weather","negative"
"@JukeboxCHERY yo this legitimately made me mad as fuck homie like ssoooo pissed. i'm sorry bout dat :(","negative"
"@BraveForGaga95 Thats what I mean :( That is really sad","negative"
"@karenjbond This doesn't sound too good Karen :( Try these steps and let us know if they help at all: http://t.co/WNtg9y666f","negative"
"http://t.co/IDi8a6REVrmake me happy?!:(^^","negative"
"@alexmweddings I remember you saying about it ages ago but never heard anything :( booooo","negative"
"@iam_zaid I tried..... ok tell me what I said !! Even if it's bad.... I wanted to say ""You looking Good""... but idk what I said :(","negative"
"@5SOSFam_MI Philippines :(","negative"
"@KicksDeals damn burgundy color sold out :(","negative"
"@flea143 Exactly. Ugh. Pewds is kind of annoying :(","negative"
"The took all his stuff poor bean :(","negative"
"I hate when bae is mad at me :(","negative"
"I want meet them :(","negative"
"@Muzi_X you did, you devil :( didn't even take that much effort. The power you have over me, over Twitter! Thug points gone :(","negative"
"I've had a headache for over a day :((","negative"
"@safwan_muhd i cant play without you bae :(","negative"
"AS YOU #WATCH PEEPS FIGTHING OVER #TV'S ON #BlackFriday,IMAGINE WHAT IT WILL BE LIKE IF #FOOD EVER RUNS OUT IN #THEWEST :(","negative"
