@relation 'data'

@attribute Sentiment {positive,negative}
@attribute SentimentText string

@data
negative,' got first period for summer school.'
negative,' got my college interview in an hour'
positive,' got the best addon for twitter, IF YOU USE FIREFOX GET TwitterFOX'
positive,' gotta love those shoes -- Dora &amp; Manny can keep you on your toes with spanish! yo se que tienes un nuevo amor... thats selena.'
negative,' grace u suck! U know I know we know....'
negative,' Grandfather sick, going to M*town to see him on Thursday.'
negative,' grandma wont cut my hari! which is good AND bad. because she wont let me straiten it! so i am stuck with this gross curly mop of hair.'
positive,' great mood todayyyyyyyyy. Super excited for the game tonight, not so excited to be one year older (tomorrow).'
negative,' great, now i left out? Some best friends.'
positive,' group shot from prom: http://bit.ly/13BGD9'
negative,' guess i don live #inaperfectworld'
negative,' GUESS WHAT!!?? JONAS CD VATTcomes out This Friday here in Australia... That The Day I leave for my trip'
positive,' guitar in a weeeeek'
negative,' gutted that i missing it'
negative,' guys... the mouse isn a hallucination. He a real, fuzzy, whiskery thing. How do i get rid of it without killing it?'
negative,' H&amp;M dress don fit... It was really cute (n cheap) too ... The cheap part is what  breaks my heart...'
positive,' Ha I love you too betch.'
negative,' had a blood test today!!'
positive,'- had a great time at the lock party- so did mackenzie'
negative,' had a not so good day. . . but I have faith'
positive,' Had a really fun afternoon, and probably have a wicked sunburn xP It was so worth it. Nick left a few minutes ago. Surfing the web '
negative,' had to go into work today grr how 1982... then i came home and had to build furniture !!!1 at least I got a nice new chair'
negative,' Had to take comp inside as the baterry died...sadface'
negative,' Had to work today. 1 hour down, 6 to go.'
positive,' haha dating the enemy!'
negative,' Im so weak right now...i thought i had finally found my happy ending...'
negative,' i soooo tired i have to study for all of my subjects ..... history is gonna be SO hard!!!! &gt;.&lt; help me!'
negative,' im sorry. Both of you.'
negative,' im sowwy but its not like cali is any better either i just got a call from one of the exs chicks and random txts  ugh!'
negative,' I speechless in a weird way'
negative,' I still tired. I think Il make some coffee. Hopefully itl keep me up. z.z'
negative,' I stuck in San Clemente and I have work in an hour and 15 minutes. Efffffff'
negative,' I terrified of spiders and never realized it until tonight.'
negative,' I thinking about the Air France plane and all the passengers on it.'
negative,' im tired and i miss my gf'
negative,' i tired of feeling so lonely, so easily.'
negative,' I to fucking curious'
negative,' I too scared to go on holiday these days:  http://tinyurl.com/lkgtac Nightmare after nightmare of plane crashes. Sadface.'
positive,' I trying to build a little momentum'
negative,' I trying to do my FTV assignment. I REALLY suck at written pieces, I have no idea on how to structure everything -.-'
positive,' I up. sleeping is over rated.'
negative,' I very sad I lost another friend. R.I.P. Kenneth Lee I luv u I miss u'
negative,' Im watching vids of Enter Shikari wanting to go to their signing 2morow. might just go on my own and sit oustide hmv all day like a hobo'
negative,' in a house with no furniture waitin 4 ikea 2 save me i think it wud hav bin easier 2 pick my last house up n carry it here than this move'
negative,' in n out closed the door in my face... but its ok... sum chick offered to buy my food... YAY FREE IN N OUT'
negative,' in new jerz....I so emotionally split...lmfao...I odeeeee hype ....aaaaoooowwwww. but I want my beezo and Mis Nina!!!!'
negative,' in pain.....argh'
negative,' in the good old visa wavier system you filled in a green card on the plane - now its a web page in advance and it costs Â£40 Progress?'
positive,' in the words of marv albert &quot;YES!!&quot; There is a god! Now time to play it cool.  We got 3 hrs.'
negative,' internet still down, silly AOL in newcastle atm waitin 4 abi 2 finish her exam'
negative,' internetconnection doesn work on my Iphone'
positive,' intrigued about tomorrows @rhcp_universe announcement ? http://blip.fm/~7c3xs'
positive,' INVESTING IS THE KEY TO SUCCESS JUST NEED THE RIGHT TOOL'
negative,' iPhone 3Gs didn come in. &gt;.&lt; darn AT&amp;T. Cause my dad ordered it via them not via apple. I hope it comes in tomorrow, wanted it today!'
negative,'- iPhone 3gs in hand... updating it with all my crap'
negative,' iPhone activation server not available. gonna give it a few... my friend had the problem then it started working... argh...'
negative,' iremeber he told me dopeboys got them girls gone wild . Then i was jst listening to it !'
negative,' is about to die. Coach trip C4 it lols watch it!'
negative,' is all i can say'
negative,' Is anyone here?? Lori? Paige?'
positive,' is bored but for some reason oddly happy'
positive,' is happy today,  i spent quality time with my mommmm and idk why but i didn see any nice dresses today! :s nothing nice to buy'
negative,' is having spag bowl.. was going to have a BBQ but tesco had no rolls at all'
negative,' graduation'
negative,'- great day on Sanibel. Saw fish, tried to catch fish, and having pizza for dinner. '
positive,' great great great great day! rock band singing is my new favorite!'
negative,' great.  I thinks Rags is sick.  This might mean a second ER vet visit this month.'
negative,' great. Can get online at moms house....craptastic'
positive,' greeeeattttt fuckingf night much bneeded!'
negative,' grieving 4 a fam n our community whose 2 kids died after playing hide &amp; seek &amp; getting stuck n a car trunk.  Parents-watch ur babies!'
negative,' grrr my twitter doesn work with my celphone, I dw WHY!!  but my brother twitter does ï¿½.ï¿½  IT not Fair..    T.T'
negative,' grrr why does maths have to be SO frustratingly annoying and mind boggiling'
negative,' guess i didn get the job...'
negative,' guy troubles...he just has to have a girlfriend...'
positive,' had a cool lil night. Now at Berrie about to eat pizza waitin for @NOEL4PRESIDENT'
positive,' had a good weekend, looking forward to a great week x'
negative,' had a really bad day!!!'
negative,' haha my dragon jus tried to attack me'
negative,' hahah @annetteluna says to me: yea we need to go to target so we can get you a hotdog and youl shut up'
negative,' Hanging by a moment by lifehouse always makes crave a boo.'
negative,' hangover'
positive,'- HAPPY 8TH ANNIVERSARY TO US!!! Awww  Barry is about to take me omewhere...  Be back later!!'
positive,' happy day cash cash party in your bedroom on xm radio'
positive,' happy for you'
negative,' Happy Graduation 8th ): Il miss some of you a lot. Don 4get to e-mail.  Lots of Love ~ *Olivia*'
positive,' happy juice. http://twitpic.com/4e4bz'
positive,'-- happy mothers day mom!  http://twitpic.com/4x153'
negative,' Happy Saturday  But its closer to monday  but it summer :-D'
negative,' harley told me here b-day is on the 17th of nov !!!! omdz'
positive,' Harry Potter! Yay!!!'
negative,'- has a touch of the old prickley heat rash...'
negative,' hate my liiiiiiiife'
positive,' Hate this song  ? http://blip.fm/~5jg6f'
negative,' HATES ITUNES.'
negative,'- hates the summer only cz. it gives a hardcore tan on arms and face'
negative,' hates work, BEYOND wants to go on tour'
positive,'- Have a GREAT Sunday... be blessed and encouraged!! I going to PASS OUT now. haha Earlier than usual... yay!  GOD BLESS YOU!!!'
negative,' have to do the dishes'
negative,' have to leave for class...'
negative,' have to leave soon'
negative,' have to work on homework tmrw...'
positive,' having a good day'
positive,'- having a smoothie and watchin a movie..'
negative,' having just a Horrible Sad day. i hate those so much.'
negative,' Having no money sucks.'
negative,' having trouble sleeping.'
negative,' he always does this!'
negative,' He read my last message on myspace, and didn reply. Im scared he dont want to talk to me really.  Ugh, I will never find anybody...'
negative,' headache!'
positive,' heading my dad store'
positive,' heart it races. Black glass extravaganza and then downtown.  smiles all day as usual.'
negative,' Heavy rain forecast for Saturday at Epsom Derby!!'
positive,' hella people have no idea who I am... Hehehe, and no I not Lou nor @MicahMoney'
positive,' haha have fun girl. Have fun at thaaat mormon dance tonightt too!!'
positive,' haha! Off the phone with my bby!  I lovee youu!  -Nitee!'
positive,' hanging with jon. i love ashley!!!!!!!!'
positive,' happily falling head over heels for him &lt;3'
positive,'- Happpy Monday night everyone!'
positive,' happy and singing... extreme &quot;more than words&quot; â™« http://twt.fm/140208 #musicmonday'
negative,' Happy Fathers day. ILUDaddy.    First father day sans father.'
positive,'- happy flip indy day.  mabuhay! schweet! oh wait, wasn that yesterday? man...i need to do my research. fail.'
positive,' happy to meet the old friends...'
positive,' Happy today!!!  http://estrella05azul.wordpress.com/'
negative,' Hard Night! It has only begun!'
positive,'-- harry potter! with BEllA and EMMAliNE. making hotdogs'
negative,' hate being stuck at home not able to do anything before my last day at hollywood'
negative,' hate going to the doctors. also hate having to go back an hour later to get prescription.'
negative,' Hate Holidays'
negative,' hate public transport stood waiting over half an hour for a bus which didnt show up luckily i got a lift to work'
negative,' hate shit strirrers'
negative,' have a cold! &lt;- not fun!'
negative,' Have an awesome leave. DONT forget aboot me. Have a shit load of beers for me but do it safely. Later/'
positive,' have i told u how much i like u 2day?'
negative,' Have to drive home now &amp; leave the show in the middle.........be back soon!'
negative,' Have to take my mom to the hospital...Hopefully shel be alright'
negative,' haven been able to get thru to ticketmaster to get AC/DC tickets WTF'
negative,' havent twittered in so long, ive been busy doing much of everything, 4am sleep time note to self twitter moree!!!!'
negative,' having a day in bed not feeling myself at all today'
negative,' having a down moment! I think i need sleep! Totally Want to work my but off at something i believe in but don think i ever will...'
positive,' having a good night! hehe almost time to get homegirl and come home and sleep! im so damn sleepy... =('
positive,' Having A Very Nice Day'
negative,' Hay fever has finally got me! ick!!!'
positive,' he makes me so happy!'
positive,' he makes my little heart smile'
negative,' he never call me&gt;_&lt; il come psh yeah right. i swear i so going 2 get him. im an angel but i can be a devil.'
negative,' He wasn able to stay the whole night.  He has to go back to camp.  Il miss him!!'
negative,' headache.'
negative,' headaches KILL especially when your trying to study for an SOL.'
negative,' Headaches suck ASS!!!!'
negative,' headphones broke. Not happy'
positive,' hehe lizzie gibson is a ledge! cant wait to see her in a few weeks XXX'
positive,' Hello, my name is Nadia. And I am addicted to twitter...   '
negative,' he mad at me'
positive,' hey im back haha'
positive,'- HEY YA ALL! 8) Peace Out! #Followfriday! Please i want followers!!!! So give out this message: Follow @Crizzyx3 THANKS!'
negative,' hi papa had to go to bocce for me cuz my backo is wacko'
positive,' hihooo(:  but,, i think i gonna be on my granda house :3 haha  til late so... il be here few minutes :O'
positive,'-- hmm...life been pretty good to me lately.  I quite content.'
negative,' is it possible to get withdrawal symptoms from a person?'
positive,'- is much better now'
positive,' is not a face, it the scalp of a cat, with the ears still attached'
negative,' is really sad...'
negative,' -is sad-'
positive,'- is trying to make a song and watching ELLEN DEGENERES SHOW.....'
negative,'-- is worried about her mom.'
positive,'- isn beer just sparkiing water with alcohol in it?'
negative,' it broke awe its so sad'
negative,' it gets harder each time he leaves. I haven been able to get a goodnight sleep since then. i miss him'
negative,' it isn working. This picture thing is upsetting me. I see it only when it enlarge it.'
negative,' it makes me sad'
negative,' it seems summer is coming to an end...again'
negative,' it should be.. not a wink &gt;.&lt;'
negative,' It still wont let me log in I know my user thier cos anth sent me a friend request'
negative,' it will only be me meeting the guys. maybe next time they come Watty can go.'
negative,' it would appear that my garmin, Rupert, &quot;lost&quot; the data for my last 2 runs - today race too + it didn upload to garmin connect. '
negative,' its 8 o clock and my parents STILL are not home  they ditched me i think  how depressing lol'
negative,' it already H O T.... i ready for fall'
positive,'- it an old Jeremy Enigk night. Return of the Frog Queen / United States of Leland OST.  Love Enigk.'
positive,' its castiel!!!!  [ the angle ]'
negative,' its cold and semi-rainy here'
negative,' its coming'
positive,' its follow friday !!!'
positive,' its going to be a good day, yes sir a goooooooooooooooooood day!'
positive,' ITS LOUD AGAIN!!!!!'
negative,' It NOT Gonna Be A Good Day Tomorrow'
negative,' its such a sad day today.......and i hav nothing to do except for stupid over the summer school work!'
negative,' Its wasnt me your honour i swear!! on my life!!! Im blonde!! please take pity!!'
negative,' Ie been bitten by bitey things all over my legs and it itches like fuck!'
negative,' ie been IMing youu'
negative,'Ie been missing you , it true   @jonasbrothers '
negative,'- Ie been trying to get my husband to tweet. He is adamant about NOT doing so  Poor Kathleen. lol I got a &quot;hey&quot; out of him though {haha}'
positive,' Ie been working out too much. My back hurts. OUCH'
negative,' Ie got to work in 5 hrs and I don want to leave this party.'
negative,' Ie gotta stop eating. Someone take all this food away, please.'
negative,'- Ie had a bad 2 days. To top it off, now I dealing with messy neighborhood children. I wish we lived back in the COUNTRY again. '
positive,' Ie had a good day!'
positive,' ive nbeem drink for s few hourst'
negative,' Ie seen that episode time to turn over'
negative,' Ie wanted Allison to win America Next Top Model since the beginning... gosh'
positive,' jajajaja. what do  you mean&quot;in some way&quot;?&gt;&lt;'
negative,' Jay Leno last show'
negative,' Jay last show in 2 minutes.'
negative,' jb is in toronto, soundchecking '
negative,' Jeep breaks down, put 4 sale, person buys it, it runs perfect as they drive off. WTF?'
negative,' jive mad i aint get tew c da game its all gud doe had 2 make sat $$$ man...holetime i new da lakers was gon fry sum shit up..lls'
negative,'- Home From My Trip To Alberta Now And I Am Sooo Tired!! Such A Long Drive Home!!'
negative,' Homeless man just got arrested. I HAVE every reason for going to give excuses for him to be released. :/ I wish i had the gaul....'
negative,' Hope all is well in the Kill Hannah camp.'
negative,' hope my momma okay.'
negative,' hope that wouldn happen in real life'
negative,' hopefully not. @NiceonKeys90'
negative,' horse 3 and 4 just finished. They were very tired! Eurovisions runaway leader took away all the tension.'
negative,' hospitaLs sukk'
positive,' How are you all? been very hot I must say.'
negative,' how can finding somewair to live next year be such hard work.'
negative,' how can I be out of eggs? no baking for me this morning'
negative,' how much crying can one person really do? I mean come on, i can go to work sniffily and puffy eyed. It all my fault.'
negative,' how my solve this thing??..'
negative,' how r u all todaii'
negative,' How sad my phone is dead and i don have my charger... ugh'
negative,' how the duck am i supposed to write 1500 art history words on something i can hardly see!'
positive,' How to Tell if Your Son is Gay? [PIC]: http://digg.com/d1tpPB?t'
negative,' Hoy no ha sido un buen dÃ­a at all  .....Need support'
negative,' http://bit.ly/k9Lxe  they looked so happy here!!!'
positive,' http://bit.ly/Y1YjQ I reading: The Peak of Hotness.'
negative,' http://psychcentral.com/maniaquiz.htm  Good thing you can TRUST online quizzes'
negative,' http://screens.delaender.net/24ea555d2fd0a8dd97af9f053aa4546c.png - TextMate hasn enough memory. I got 4GB RAM hmm'
negative,' i  missed church.....AGAIN.......stupid backwards sleeping habits.....'
positive,' I &lt;3 Bobby'
negative,' I accidentally slammed the door on one of my toes cause i thought my foot wasn there. It did bleed but it stopped now :/'
positive,' I adore leather corsets.'
positive,' i agree @OasisStasis http://ff.im/2dojM'
negative,' i already said goodbye to my besties @adrianacoffey @monicaramos427 @verooperez &amp; @paulettecolberg . las amo . il miss you  [ILY]'
negative,' i always hoped it wasn true.'
negative,' i always lose. no matter how nice i am'
positive,' i am bored'
negative,' I am gonna miss sam bradley concert in L.A. Only one day earlier!Damn!'
negative,' I am not certified...http://bit.ly/rKiDD'
negative,' i am sick of being poorly now, itbeen a month of stomach problems and i fed up now'
negative,'- i am so drained, i wish Amy was home '
negative,' i am so sunburnt that it hurts'
negative,' i am still uber sick (lol, FEVERISH AT LAB TODAY!) and my lab report is barely progressing. FML!!!!! !!!!!!'
negative,' I am such a wus these days...'
negative,' I am thoroughly disappointed that Penny and Leonard are still not together and that Penny just broke my heart with one sentence.'
positive,' I am what I say I am.....I am Yashawini.....a successful woman'
positive,' I be cool'
positive,'I believe in you my love, and your imaginary world.Nightnight world  Sending love out there.'
positive,' I bet you were with him! @PITX08 oh, follow @fxxxmylife '
positive,' I bought a Torchwood book yesterday and nearly a Dr Who one but it was in the kids bit and my friend was laughing about it ;('
positive,' Hello Summer  listenin to nevershoutnever! makes me feel all summery  lunch time (Y)'
positive,' Hello TWITTER! (100th update Wooohooo)'
negative,' Help I dont know what to wear tomorrow nite !  I have my pink lady jacket but thats it.  any idea what else to do ??'
positive,'- He a keeper for sure cuz the boi has even got me smilin n my sleep!    Wow!'
positive,' hey all im bored and since im wating for cliare before going to my grans i thought i would twitter lol'
negative,' hey isn this easy.'
negative,' hey u guys r on....im going to canada today...for an unhappy reason...'
negative,' hit by someone running a red light...my cars totalled...but thank God i just have a headache &amp; nothing more.'
positive,' hmm. i really like the songs on the summer ep. &lt;3 nsn'
negative,' holy shit.'
negative,' home and away (ie been home to watch this every day this week?)'
positive,' home from a friends ..aha great party'
negative,' Home from NINJA weekend...I will miss you dearly!  Best $200 spent on tickets.'
negative,' HOMEWORK!!!!'
negative,' homework. uggh'
positive,' Honorary Hollywood Mom Mafia: @bostonmamas @PetiteMommy @blissnine @MomSquadBlog @all_moms @twitterparents @MomsofAmerica #FollowFriday'
negative,' hope it gets better soon @missjeffreestar'
negative,' hopefully I make it to next years parade. YES, THERE WILL BE ONE '
positive,' How beautiful is Prince. Oh My Goodness'
negative,' How do I make my headache go away?'
negative,' How do you just ignore them when theyre online too? God I want my friend back!!!!! :('
positive,' how i love the sun and its powers'
negative,'- how lame it is that I want my Scranton shirt so bad just so I can take a photo of Tim and I wearing our DM picnic shirts together'
positive,' how much do I love this...... Just stopped to grab a bite on the road and as we walk in.... Summertime came on &lt;3'
positive,' How everybody. I finna GO!  HOW ABOUT THEM APPLES =D'
negative,' http://bit.ly/MisVv  please find him ok. Can stand this tearing Ryry apart'
positive,' http://www.inimacopiilor.ro/campanie/campanie.php - pt copii'
negative,' Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.'
negative,' hungry and indecisive'
positive,' I also like this night. Il hibernate now.'
negative,'- I am burnt to a crisp.   Sunburn sucks!'
negative,' i am regretting getting that film developed... RIP'
negative,' i am so over it all.'
negative,' I am so worried......'
negative,'- I am wiv achey head'
negative,' I aways feel terrible when my friends get yelled at.'
negative,' i beeeeen sayin when my last days were heffer!!! lol lol next time forsure when u and @nessb0o graduate in 10 years'
positive,' i Call you'
negative,' i came home and didnt have anyone to tell how my day was to'
negative,' I can only think of one way to get out of this stupid loop of shitty moods, and I don wanna do it...'
negative,' I cannot print from Ubuntu to my Samsung printer, something called Splix sucks this time.'
negative,' I cant believe it'
negative,' i can block people anymore! what wrong!'
negative,' i can drive myself to school until december, even though il be eighteen already. exception?'
negative,' joe and stella. stop being so cute. i only know disney is tempting me with forbidden fruit.'
negative,'-- jon &amp; kate plus 8 on monday might make me really sad  ... stay together for the kidssssssss'
negative,' Jonas Brothers 3D Concert Movie is out on the 7th of May and i can go because of school interviews.  BUT iL see it sat!!(Hopefully)'
positive,' jonas brothers, cant wait!'
positive,' Josh Groban music is my happy place.'
negative,' jst received sm profound words 4rm the last guy I dated... thx Chigo'
positive,' jus chillen with the homies on the west sieedahh'
negative,' just been taken into a pet shop with @staceynoir tarantulas and mini crocodiles, ah quite scared. But i want a bearded dragon.'
negative,' just busted my head on my friends windshield. i hurt.'
negative,' just came back from Memorial of a friend around 100-200 turned up. I so sad right now. RIP Tom'
negative,' just dropped my boi off at the airport. I feel as though the L word is coming and I resisting it.'
positive,' just finished writing australia and put it up at lifesaclimb, what an accomplishment.'
negative,' Just found out I don get to hear from my soldier for another week!!!'
negative,' Just found out my &quot;play play&quot; grand-daddy died...  RIP William Watson... Thanks 4 the memories!'
positive,' Just get some new clothes. Thx mom.'
positive,' Just got a notebook similar to a Moleskine. Looking forward to purchasing one in Hong Kong this summer.'
positive,' just got home. Wow that was actually fun'
negative,' just got served by a small minded jerk off. So much for being funny.'
positive,' just happy.that all i tweeting now'
negative,' just like I thought everyone is busy already. It now depends on lyss...'
negative,' just like that.'
negative,' just passed up going to my favorite bar with most of my favorite people because i hurt so bad  -otte-'
negative,' just really upset and drunk'
negative,' Just re-tanlined my basketball sock tanline. Ftl.'
positive,' just sat wit sis lookin on twitter  x'
positive,' just seen a frog on the sidewalk (:'
positive,' just soaked in the hot springs of Pagosa. So nice.'
positive,' Just started a twitter xD'
negative,' just trying to help'
negative,' just walked in on boyfriend trying to hang himself.  he okay.'
negative,' just watched the farrah facett story. i feel terrible for her :/'
negative,' just weighed self... still 59 kilos!! Damn you body, gain some fat!'
negative,' just woke up..'
negative,' Karine Ruby, &quot;former Olympic snowboarding champion dies at 31.&quot; http://bit.ly/uKRBg'
negative,' karly on bb...how ...fifian..?'
negative,' killer headache. Today was half good and half bad. Could use some good news.'
positive,'- Kris Lundberg is speaking at the Int Virginia Woolf Conference today at 4pm! Come to Lincoln Center and support her. 113 W. 60th St.'
negative,' kyokyo-chan isn real.... ): Yukyosukuji!&lt;3'
negative,' last day of holidays...I wanna cry. http://tinyurl.com/d8s778'
negative,' last day of holidays...I wanna cry. http://tinyurl.com/q8428o'
negative,' last day of school....'
negative,' last day of summer uniform, I HATE WINTER ,i got locked out side my locker today .. not cool all my teachers were like were r your books'
negative,' i broke my microphone'
negative,' i burn my tounge'
negative,' I burned my quesadilla.'
negative,' i can believe i get sick on the first week of school.. 20 more days and then i outta there. ugh i hope i get better soon'
negative,' i cant believe you....'
negative,' i cant fall asleep.'
negative,' I can find pistachio ice cream at my store'
negative,' i cant go to miley cyrus tour 2009 because i would be on a wedding !'
negative,' i cant go to work until 7... that means 2 hours less... tear'
negative,' i cant guys. my computer got taken away    i on my moms phone'
negative,' I can play spymaster anymore. The page just keeps loading without ever actually doing so. So sad. WTF?!'
negative,' i cant see anything!!!!!! Im from spain and i cant see it!!! It isnt fair!'
positive,' i can stand Ravenna, but tonight it really nice.'
negative,' i cant stop being sad'
negative,' I can stop crying. I horrible to my husband and putting him off, I know, I feel like I driving him away  I can help it'
positive,'- I can wait to JDM my RSXy  be ready to race this badass chick! Yall aint ready.'
negative,' i cant wait to shower off all the dust on my body from my room! ARGH'
negative,' I can waite to I have a hubby and little one to come home to'
negative,' i cant watch skins! mum is in the loungeroom she wont leave!'
negative,' I cantt sleep -averi tweeting from moms phone'
negative,' I changed my mind'
negative,' i could be at a movie right now with someone...'
positive,' i could cry at how nice dannys voice sounds on radio one (L)'
negative,' I couldn eat my strawberry ice cream. My tummy hurts.'
negative,' I couldn go to Tower Records to buy LINES,VINES AND TRYING TIMES.... '
negative,' I COULDN HELP IT.'
negative,' I couldv taken a class from THE Ryan Feng... Sadness...Aw well! Ima learn from Mike Song and Tony Tran! Thassright people!'
negative,' I cut myself in like 3 different places. Sucky much.?'
positive,' i dare you to ask for it like that.'
negative,' i did not like the way i was awakened today'
negative,' I Didnt Expect My Niqht O2 End This Early..'
negative,' i didnt go shopping, but i am going to burbank again!'
negative,' i didn know.'
negative,' i didn want justine to go...will sam ever get eliminated &gt;.&lt; #masterchef'
negative,' I dislike this immensely, i lol at the fact I can spell immensely... thank you Lauren haha'
negative,' i don even know.'
negative,' i dont feel all that great. my head is gonna explode'
negative,' I don feel good again! Wth?'
negative,' i dont feel so good'
negative,' I don have any decent looking ones at all. I don want to wear mine and look like a big dork'
negative,' I dont have lunch money'
negative,' I don have the guts!!???,??!!!!'
negative,' i dont know how to do that fringe braidy thing'
negative,' I don know what my problem is..:/'
negative,' I don know..'
negative,' I don like cleaning'
negative,' i dont like it when people dont text back ~Tim~'
negative,' I don think I can call myself &quot;prize winning&quot;'
negative,' I don think I was wrong no matter what nobody says I really didn want da bread I just wanted my pancakes didn want to waist da food'
negative,' I cant find my connector for my cameraa!!!  Where is itt?!?!?!?!'
negative,' I cant get ma rarse outa bed. I NEED 2 get sum work done!'
negative,' i cant get photos to save for my twitter layout...argh...'
negative,' I can get to sleep... I also doing some serious thinking... LK should do an album... #littlekuribohYGOASsoundtrackalbum anyone? =]'
negative,' I can open my YM account ! Grr.'
negative,' i cant sleep, i dont deserve this .... N you know it '
negative,' I cant take the hurt...'
negative,' i can tell if he was crying.'
negative,' i can type! my mad typing skills are screwed! this damn papercut!'
negative,' i cant upload my pic...'
negative,' I can wait only 3 more days left.'
positive,' i cant wait to leave! lol'
negative,' I caught up. I WANT MOREEE! Ugh, fuck JAH-PAN, they need to produce more chapters so I can keep reading NARUTO &gt;:['
negative,'- I could go to Italy in that time'
negative,' i cried over jon and kate ... i think that makes me pretty lame haha'
negative,' I cut my hair'
negative,' I didn get picked for any show!!! Boehoe!'
negative,' I didn go to school. Again. My head hurts so bad. Again. This sucks. Again.'
negative,' I do look like luda, ugh.'
negative,' i dont feel good at all my tummy and head hurts really bad ((('
negative,' I dont know how to get the output type from nast and tsp01 tables... but tomorrow i will find that'
negative,' I don know what I did. @myhaloromance'
negative,' I don know what to say but'
negative,' I don know what to wear....'
negative,' i don know...?'
negative,' I dont like strapless bras either.'
negative,' i dont like that phone anymore...'
negative,' i dont like the fact my gay best friend is in tears... â™¥'
negative,' i don like thunderstorms! just let me hide!'
negative,' i don like your livejournal because you don use fancy words like that in real life.'
negative,' I don really wanna do this...love stinks sometimes.'
negative,' i dont wanna wait 10 more dayss'
negative,' I dont want her to be mad at me. She is sooo sweet!'
negative,' i dont want to go to bed but im so tired'
negative,' i dont wanta go to school today.....'
negative,' I dontcthink I slept enough.'
negative,' i dontttttttttttt feeeeeeeeel goooood'
negative,' i feel bad now.'
negative,' i feel like a idiot yet again.'
negative,' i feel like freakin crying,'
negative,' I feel like there school tomorrow. Most likely there will be.  NOOOOOOOO...'
negative,' i feel sad. Discouraged. Lonely. Unlucky.'
negative,' I feel so shitty! FML.'
negative,' i find no reason to keep on going anymore.'
negative,' i finished the cookies too fast... now i don have cookies for tomorrow... ('
positive,' I forgot how many great songs this mystery band had @AnnieLicious ? http://blip.fm/~5e7qp'
negative,' I forgot to put away my laundry earlier so my beds full of clothes. Guess its going on the floor. Dog hair is always in, yeah?'
negative,' i get my flip-flops in a few days but i am not happy.'
positive,' I get to do a review for Katie and Nina and for Colette when it gets here...... LIFE IS GOOD!!!!'
positive,' I get to sleep in as late as I want tomorrow! I so excited!'
negative,' I got a D in foundation mock http://twitpic.com/7slt4'
negative,' i don think il be able to wear my hair extensions all week i don have enough time to put them on really busy week'
negative,' i dont understand twitter'
negative,' I don wanna go to work...'
negative,' I don wanna. What I do want, I can have... fun times.'
negative,' I don want a million followers and sending out the exact same tweet is annoying. How can people with 0 updates have followers? So sad.'
negative,' I don want to go to work'
negative,' i feel bad i woke you up!!! but thats awesome do it so i can be addicted to you too'
negative,' i feel bad. I love you sweetheart, more than anything!'
negative,' i feel like my insides are slowly being torn from my body...'
negative,' i feel like shit'
negative,' i feel like such a loser.  i hate hills'
negative,' i feel lonely.'
positive,' i feel proud that took up the whole thing'
negative,' i feel really alone'
negative,' i feel really really really fucking sick, fml.'
negative,' I feel so disconnected without AIM. WORK DAMMIT.'
negative,'- I feel so naked without my Ipod'
negative,' I FEEL SO..... REPLACED.'
negative,' I feel terrible. Gosh, how do I manage to ruin it so quickly? Ie been home for an hour and Ie already messed something up!!!!'
negative,' I feel the way this sign looks stay up twitter peeps'
negative,' i fell down the stairs LOL!  stoooopid straightener!'
negative,'- I felt really sad when I heard that Paul McCartney squirrel was going to be shot  Fortunately I got the w.. http://htxt.it/l/qKpSIk'
negative,' I found out my mum has got cancer off the womb and she was supposed to go for an operation on Saturday but she didn go and I feel upset'
negative,' i go on twitter nd find out he has a girl :('
positive,' i got my eye on u! Lol'
negative,' I got scolded for not waiting and spending MORE to find my perfect storage solution...  saddies Guess I should have *hangs head*'
negative,' I got so scared tonight. Love you @kristengraham'
negative,' i got yelled at 4 helping the cats by my neighbor'
negative,' i got you anytime man. Just holla if you need me.'
positive,' i gotta remember to update more frequently i don have my blackberry it was so much easier  how is everyone doing?'
negative,' I guess all the finger-crossing in the world couldn help her.'
negative,' I guess I no Sherlock'
negative,' i had 107 followers when i went to bed now i have 102 what happen  it better not have been any of my VIP or maybe some non VIP got mad'
negative,' I had a bad thought'
negative,' i had a freaky dream last night'
negative,' I had to postpone the photoshoot. Stupid Wisconsin weather. Why can it be sunny? Working out, tanning, preschool grad night, then out!'
positive,' I has a huge pack of giant buttons &amp; a bag of doritos.  @shinydan is fab! oh &amp; he brought me coffee and is making sausage butty for lunch'
negative,' i has no followers to message to'
negative,' I has sazzy cruddy disease, i feel so sicky!'
negative,' i hate bad days.'
negative,'- I hate being offered an opportunity you know you can take... The right decision isn always the fun one'
negative,' I hate budget cut. It not making me happy.'
negative,' I hate fighting'
negative,' I hate how everything is so easy in OS X ...but at the same time...I love it. #OSX'
positive,'- I GOT A,  6/A IN MY SPANISH EXAM!! Im Soo Happy '
positive,' i got it nowww!!'
positive,' I GOT MAIL! yay for mail'
negative,' i got mosquito bites ALL OVER. is West Nile still a threat?! D:'
negative,' i got my hair confused with my curly noodles...'
negative,' i got scolded by my mother via skype. told me to go to sleep. doesn she know by now that her daughter is nocturnal.'
negative,' i got sun burned bad at work!'
