ItemID,Sentiment,SentimentSource,SentimentText
2044,positive,Sentiment140, goin to dadsssssss
2045,negative,Sentiment140, going home. We all knew I would have to go home some time
2046,negative,Sentiment140, i getting sick. That not good with Salkehatchie on saturday.
2047,positive,Sentiment140," im giving it all to ya,"
2048,negative,Sentiment140, I going back to sleep...
2049,negative,Sentiment140," im going to bed. hopefully, il dream of Mr. @BrentCorrigan00 tonight..."
2050,negative,Sentiment140, im going to go cry myself to sleep.
2051,negative,Sentiment140, im going to miss my Prissy...  But I happy she with Elvis again
2052,positive,Sentiment140," I gonna go be grumpy and read comics. Later, twitter!"
2053,negative,Sentiment140, im gonna miss all of the peeps in the play smgt!!!
2054,negative,Sentiment140, im gonna miss my psychology/sociology teacher
2055,negative,Sentiment140, I gonna pull an all-nighter. Hopefully I won fall asleep ause I pretty tired. I want a Mocha BK Joe!
2056,negative,Sentiment140, I gonna twit someone on a random time and day so theyl have a chance to reply.
2057,positive,Sentiment140, I happy and content
2058,positive,Sentiment140, i happy! went out for dinner at a posh place and food was wonderful. I love it when food is Wonderful!!!
2059,positive,Sentiment140, i having fun with this.
2060,negative,Sentiment140,- im hungry...but there no food at mah house.
2061,positive,Sentiment140, im in neet magazine again in the global fashion section. http://www.neetmagazine.com/
2062,positive,Sentiment140, im in science class with mt beautiful lauren listenin to my ipod... Mariah carey of course
2063,negative,Sentiment140, i just having one of those nights where you feel hopeless.
2067,negative,Sentiment140, I not sorry at all I wont be sorry at all....
2068,negative,Sentiment140," i not tweetin much today, it probably coz i have nothing to say (haha it rhymes) but in the end il find a way (yea tht nice ha)"
2069,negative,Sentiment140, I not used to instantly not getting it. Twitter is hard
2070,negative,Sentiment140, i not yet ready 4 school time..lol
2071,negative,Sentiment140, im now free tonight. Dinner got cancald  downer
2072,positive,Sentiment140," I off to take a nap, haven slept much in a few days and have been up since 5:30"
2073,negative,Sentiment140, im officially sick
2074,positive,Sentiment140," I real happy, things are good"
2075,negative,Sentiment140," I really annoyed about this telstra bill, but I can ring them cause well I only have my mobile -_-"
2076,negative,Sentiment140," im really gonna miss talking to all my tweeps. But, im gonna keep a pen and paper blog, and post it after tour and i should have pics too"
2077,negative,Sentiment140, im sad about that
2078,negative,Sentiment140, im sad. i turned into a whole different person-bottom line dont ever get me pissed.
2079,negative,Sentiment140, im sad... My relationship isn doing too well but we gonna make it.
2080,negative,Sentiment140," I sick, 10 PM and already in bed... Can remember when that last happened. N ofcourse, nobody to make me tea, my man being faaaar away"
2081,negative,Sentiment140, I so bad at assassinating people.
2082,negative,Sentiment140, I so depressed @kimhoward_ were sadd
2083,negative,Sentiment140," im so going to fail chem tomorrow.  but its okay, i got 2.5 years of science and i just need .5 next year"
2084,negative,Sentiment140, I so going to fail law
2085,negative,Sentiment140, I so ill after getting wet in the rain for three days..... xD but I don  regret..it was awesome x3
2086,negative,Sentiment140, im so sadd. and confusedd
2087,negative,Sentiment140, im so sorry @iheartrachael ill tell him to stay for you?
2088,negative,Sentiment140," I so sorry!  Neda, and her dad.. Prayers for them all.."
2089,positive,Sentiment140, gnite/gmornin @TheRealNobody
2090,negative,Sentiment140, god bless us everyone
2091,positive,Sentiment140, god i love this tune    ? http://blip.fm/~60u8d
2092,negative,Sentiment140, goin to start stuyding now .. gutter HELP ME
2093,negative,Sentiment140, Going back to houston
2094,positive,Sentiment140, going for stroll in sunshine.... sending out love vibrations all good things welcome xo
2095,negative,Sentiment140, going home. Miss him already
2096,negative,Sentiment140, going on holiday 2 weeks today! NOOOOO!
2097,positive,Sentiment140,- going somewhat out of town? (x visitng uncle boyet &amp; famm!
2098,positive,Sentiment140, going to bed goodnight amazing twitters!!
2099,negative,Sentiment140, going to bed to end this day
2100,negative,Sentiment140,- Going to get ready for my dentist appointment at 130 PM
2101,positive,Sentiment140, going to sleep. good day later today. goodnight.
2102,positive,Sentiment140, Going to take my bike to Claremont Village via the train and get some tofu scramble and explore!
2103,positive,Sentiment140, going upstairs.chilling.bed.work D: txttt me! oh btw im excited to see bia tommrow!!!!
2104,positive,Sentiment140, gonna make the best of next week.
2105,negative,Sentiment140, gonna try and drink some water and eat for the first time in 7h ! Hope it stays down &lt;3 last time I ate @ kebabking.
2106,positive,Sentiment140, gonna volunteer at madres school again -still trying to calculate how many friends i really have.
2107,positive,Sentiment140,"- Good afternoon, welcome to Mama Mia Pizza, what would you like on your pizza? - YouTube scares me.... in a good way "
2108,positive,Sentiment140, good dance... make little love... get down tonight...!!!! &lt;3
2109,positive,Sentiment140, Good morning
2110,positive,Sentiment140, good morning every body!!!!
2111,positive,Sentiment140, good morning love u all ;-) I feel ok I only had like 4 coronas  it was a fun night  laker game later today
2112,positive,Sentiment140, Good morning sunshine!!!
2113,positive,Sentiment140, Good Night Twitter! I tired! Partying ALL WEEKEND! Peace â™¥ and ALWAYS BE HAPPY!
2114,positive,Sentiment140, Good times !! ... Dad is being far too jolly its very odd. Being looked after today !!
2115,negative,Sentiment140, GOODBYE ANALOUGE
2116,positive,Sentiment140,"- Goodbye Mazda 6. Always a good, nice, car (&amp; a fantastic color)... But no room for you on Wall Street.    http://twitpic.com/6a1ny"
2117,negative,Sentiment140, goodbye steph. at home watching Mall Cop with my bby brother &lt;3
2118,negative,Sentiment140, Goodbye to my free time!!
2119,positive,Sentiment140, Goodmorning again! haha. ) uggh. i getting kinda hungry :|
2120,positive,Sentiment140, goodnight all. Doodadoo lives good
2121,positive,Sentiment140,"- GOODNIGHT everyone  I pray you all have a blessing morning. I gonna do 1 more load of laundry, straighten the kitchen, then lay down."
2122,positive,Sentiment140, goodnight luvs
2123,negative,Sentiment140, goodnight twitter. Shits been really weird with me lately. I need a doctor!!
2124,negative,Sentiment140," goodnight yall , i upset . . . i might bbl tu tweet some trifling , subliminal shit , that always makes me feel better . therapy"
2125,positive,Sentiment140,"- Goodnight, I going to sleep with my monkey "
2126,positive,Sentiment140, Goood Morning Twittz. I in an Extremely good mood. Heading to the GYM with my doll Nessa.
2127,negative,Sentiment140, got in a huge car accident today. not feeling well.
2128,negative,Sentiment140, got my hands burned sunday at a fire. But doing much better. I guess too many beers equal me sitting too close to a firepit lol whoops.
2129,negative,Sentiment140, got sick at work...kinnda feel faint
2130,negative,Sentiment140, gotta be in brandon at 9:15 tomorrow for a doctors appointment
2131,positive,Sentiment140, Gov Motors just peed a little: http://bit.ly/aLDXF via @TTAC &amp; http://bit.ly/pJg8o
2132,positive,Sentiment140,going to bed. shopping tomorrow. nsn / ftsk mondaaay.
2133,negative,Sentiment140, Going to CarthageLand.
2134,positive,Sentiment140, going to find motrin then sleeeep.
2135,positive,Sentiment140, Going to london in 2 days hopefully
2136,positive,Sentiment140, going to sleep !!!! this monster just crashed !!
2137,positive,Sentiment140,- Going to walk my daily mile later today. Getting ready 4 a late breakfast w/ parents then going 2 Frisco 4 the next FC Dallas match
2138,positive,Sentiment140, Golden Spoon and dance/music love.
2139,positive,Sentiment140,-- gonna get some beauty rest &amp; dream about mr. handsome  15 more days!
2140,negative,Sentiment140, gonna miss at least the first half of the PT:Honolulu top8 webcast
2141,negative,Sentiment140, gonnna be to worst few hours ever. Loveee yous and miss youss
2142,positive,Sentiment140, good i hope not my love because im in love with u and dont wanna lose u
2143,positive,Sentiment140," Good morning guys making my morning cup of coffee xoxox, A rainy day off... whatever!"
2144,positive,Sentiment140," Good morning peeps, ahhh it gonna be a wonderful Saturday "
2145,positive,Sentiment140, good morning twitterers ily
2146,negative,Sentiment140, good night twittaz
2147,positive,Sentiment140, good weekend. now ISU woooo
2148,negative,Sentiment140, goodbyeeee Arizona. See you in 3 weeks.
2149,positive,Sentiment140, goodmorning tweeties..
2150,negative,Sentiment140, goodnight everbody.. Hope I can fall asleep.. FML
2151,negative,Sentiment140, goodnight...
2152,negative,Sentiment140, got a headache
2153,negative,Sentiment140, got earache and wants to go home
2154,negative,Sentiment140, got first period for summer school.
2155,negative,Sentiment140, got my college interview in an hour
2156,positive,Sentiment140," got the best addon for twitter, IF YOU USE FIREFOX GET TwitterFOX"
2157,positive,Sentiment140, gotta love those shoes -- Dora &amp; Manny can keep you on your toes with spanish! yo se que tienes un nuevo amor... thats selena.
2158,negative,Sentiment140, grace u suck! U know I know we know....
2159,negative,Sentiment140," Grandfather sick, going to M*town to see him on Thursday."
2160,negative,Sentiment140, grandma wont cut my hari! which is good AND bad. because she wont let me straiten it! so i am stuck with this gross curly mop of hair.
2161,positive,Sentiment140," great mood todayyyyyyyyy. Super excited for the game tonight, not so excited to be one year older (tomorrow)."
2162,negative,Sentiment140," great, now i left out? Some best friends."
2163,positive,Sentiment140, group shot from prom: http://bit.ly/13BGD9
2164,negative,Sentiment140, guess i don live #inaperfectworld
2165,negative,Sentiment140, GUESS WHAT!!?? JONAS CD VATTcomes out This Friday here in Australia... That The Day I leave for my trip
2166,positive,Sentiment140, guitar in a weeeeek
2167,negative,Sentiment140, gutted that i missing it
2168,negative,Sentiment140," guys... the mouse isn a hallucination. He a real, fuzzy, whiskery thing. How do i get rid of it without killing it?"
2169,negative,Sentiment140, H&amp;M dress don fit... It was really cute (n cheap) too ... The cheap part is what  breaks my heart...
2170,positive,Sentiment140, Ha I love you too betch.
2171,negative,Sentiment140, had a blood test today!!
2172,positive,Sentiment140,- had a great time at the lock party- so did mackenzie
2173,negative,Sentiment140, had a not so good day. . . but I have faith
2174,positive,Sentiment140," Had a really fun afternoon, and probably have a wicked sunburn xP It was so worth it. Nick left a few minutes ago. Surfing the web "
2175,negative,Sentiment140, had to go into work today grr how 1982... then i came home and had to build furniture !!!1 at least I got a nice new chair
2176,negative,Sentiment140, Had to take comp inside as the baterry died...sadface
2177,negative,Sentiment140," Had to work today. 1 hour down, 6 to go."
2178,positive,Sentiment140, haha dating the enemy!
2179,negative,Sentiment140, Im so weak right now...i thought i had finally found my happy ending...
2180,negative,Sentiment140, i soooo tired i have to study for all of my subjects ..... history is gonna be SO hard!!!! &gt;.&lt; help me!
2181,negative,Sentiment140, im sorry. Both of you.
2182,negative,Sentiment140, im sowwy but its not like cali is any better either i just got a call from one of the exs chicks and random txts  ugh!
2183,negative,Sentiment140, I speechless in a weird way
2184,negative,Sentiment140, I still tired. I think Il make some coffee. Hopefully itl keep me up. z.z
2185,negative,Sentiment140, I stuck in San Clemente and I have work in an hour and 15 minutes. Efffffff
2186,negative,Sentiment140, I terrified of spiders and never realized it until tonight.
2187,negative,Sentiment140, I thinking about the Air France plane and all the passengers on it.
2188,negative,Sentiment140, im tired and i miss my gf
2189,negative,Sentiment140," i tired of feeling so lonely, so easily."
2190,negative,Sentiment140, I to fucking curious
2191,negative,Sentiment140, I too scared to go on holiday these days:  http://tinyurl.com/lkgtac Nightmare after nightmare of plane crashes. Sadface.
2192,positive,Sentiment140, I trying to build a little momentum
2193,negative,Sentiment140," I trying to do my FTV assignment. I REALLY suck at written pieces, I have no idea on how to structure everything -.-"
2194,positive,Sentiment140, I up. sleeping is over rated.
2195,negative,Sentiment140, I very sad I lost another friend. R.I.P. Kenneth Lee I luv u I miss u
2196,negative,Sentiment140, Im watching vids of Enter Shikari wanting to go to their signing 2morow. might just go on my own and sit oustide hmv all day like a hobo
2197,negative,Sentiment140, in a house with no furniture waitin 4 ikea 2 save me i think it wud hav bin easier 2 pick my last house up n carry it here than this move
2198,negative,Sentiment140, in n out closed the door in my face... but its ok... sum chick offered to buy my food... YAY FREE IN N OUT
2199,negative,Sentiment140, in new jerz....I so emotionally split...lmfao...I odeeeee hype ....aaaaoooowwwww. but I want my beezo and Mis Nina!!!!
2200,negative,Sentiment140, in pain.....argh
2201,negative,Sentiment140, in the good old visa wavier system you filled in a green card on the plane - now its a web page in advance and it costs Â£40 Progress?
2202,positive,Sentiment140, in the words of marv albert &quot;YES!!&quot; There is a god! Now time to play it cool.  We got 3 hrs.
2203,negative,Sentiment140," internet still down, silly AOL in newcastle atm waitin 4 abi 2 finish her exam"
2204,negative,Sentiment140, internetconnection doesn work on my Iphone
2205,positive,Sentiment140, intrigued about tomorrows @rhcp_universe announcement ? http://blip.fm/~7c3xs
2206,positive,Sentiment140, INVESTING IS THE KEY TO SUCCESS JUST NEED THE RIGHT TOOL
2207,negative,Sentiment140," iPhone 3Gs didn come in. &gt;.&lt; darn AT&amp;T. Cause my dad ordered it via them not via apple. I hope it comes in tomorrow, wanted it today!"
2208,negative,Sentiment140,- iPhone 3gs in hand... updating it with all my crap
2209,negative,Sentiment140, iPhone activation server not available. gonna give it a few... my friend had the problem then it started working... argh...
2210,negative,Sentiment140, iremeber he told me dopeboys got them girls gone wild . Then i was jst listening to it !
2211,negative,Sentiment140, is about to die. Coach trip C4 it lols watch it!
2212,negative,Sentiment140, is all i can say
2213,negative,Sentiment140, Is anyone here?? Lori? Paige?
2214,positive,Sentiment140, is bored but for some reason oddly happy
2215,positive,Sentiment140," is happy today,  i spent quality time with my mommmm and idk why but i didn see any nice dresses today! :s nothing nice to buy"
2216,negative,Sentiment140, is having spag bowl.. was going to have a BBQ but tesco had no rolls at all
2217,negative,Sentiment140, graduation
2218,negative,Sentiment140,"- great day on Sanibel. Saw fish, tried to catch fish, and having pizza for dinner. "
2219,positive,Sentiment140, great great great great day! rock band singing is my new favorite!
2220,negative,Sentiment140, great.  I thinks Rags is sick.  This might mean a second ER vet visit this month.
2221,negative,Sentiment140, great. Can get online at moms house....craptastic
2222,positive,Sentiment140, greeeeattttt fuckingf night much bneeded!
2223,negative,Sentiment140, grieving 4 a fam n our community whose 2 kids died after playing hide &amp; seek &amp; getting stuck n a car trunk.  Parents-watch ur babies!
2224,negative,Sentiment140," grrr my twitter doesn work with my celphone, I dw WHY!!  but my brother twitter does ï¿½.ï¿½  IT not Fair..    T.T"
2225,negative,Sentiment140, grrr why does maths have to be SO frustratingly annoying and mind boggiling
2226,negative,Sentiment140, guess i didn get the job...
2227,negative,Sentiment140, guy troubles...he just has to have a girlfriend...
2228,positive,Sentiment140, had a cool lil night. Now at Berrie about to eat pizza waitin for @NOEL4PRESIDENT
2229,positive,Sentiment140," had a good weekend, looking forward to a great week x"
2230,negative,Sentiment140, had a really bad day!!!
2231,negative,Sentiment140, haha my dragon jus tried to attack me
2232,negative,Sentiment140, hahah @annetteluna says to me: yea we need to go to target so we can get you a hotdog and youl shut up
2233,negative,Sentiment140, Hanging by a moment by lifehouse always makes crave a boo.
2234,negative,Sentiment140, hangover
2235,positive,Sentiment140,- HAPPY 8TH ANNIVERSARY TO US!!! Awww  Barry is about to take me omewhere...  Be back later!!
2236,positive,Sentiment140, happy day cash cash party in your bedroom on xm radio
2237,positive,Sentiment140, happy for you
2238,negative,Sentiment140, Happy Graduation 8th ): Il miss some of you a lot. Don 4get to e-mail.  Lots of Love ~ *Olivia*
2239,positive,Sentiment140, happy juice. http://twitpic.com/4e4bz
2240,positive,Sentiment140,-- happy mothers day mom!  http://twitpic.com/4x153
2241,negative,Sentiment140, Happy Saturday  But its closer to monday  but it summer :-D
2242,negative,Sentiment140, harley told me here b-day is on the 17th of nov !!!! omdz
2243,positive,Sentiment140, Harry Potter! Yay!!!
2244,negative,Sentiment140,- has a touch of the old prickley heat rash...
2245,negative,Sentiment140, hate my liiiiiiiife
2246,positive,Sentiment140, Hate this song  ? http://blip.fm/~5jg6f
2247,negative,Sentiment140, HATES ITUNES.
2248,negative,Sentiment140,- hates the summer only cz. it gives a hardcore tan on arms and face
2249,negative,Sentiment140," hates work, BEYOND wants to go on tour"
2250,positive,Sentiment140,- Have a GREAT Sunday... be blessed and encouraged!! I going to PASS OUT now. haha Earlier than usual... yay!  GOD BLESS YOU!!!
2251,negative,Sentiment140, have to do the dishes
2252,negative,Sentiment140, have to leave for class...
2253,negative,Sentiment140, have to leave soon
2254,negative,Sentiment140, have to work on homework tmrw...
2255,positive,Sentiment140, having a good day
2256,positive,Sentiment140,- having a smoothie and watchin a movie..
2257,negative,Sentiment140, having just a Horrible Sad day. i hate those so much.
2258,negative,Sentiment140, Having no money sucks.
2259,negative,Sentiment140, having trouble sleeping.
2260,negative,Sentiment140, he always does this!
2261,negative,Sentiment140," He read my last message on myspace, and didn reply. Im scared he dont want to talk to me really.  Ugh, I will never find anybody..."
2262,negative,Sentiment140, headache!
2263,positive,Sentiment140, heading my dad store
2264,positive,Sentiment140, heart it races. Black glass extravaganza and then downtown.  smiles all day as usual.
2265,negative,Sentiment140, Heavy rain forecast for Saturday at Epsom Derby!!
2266,positive,Sentiment140," hella people have no idea who I am... Hehehe, and no I not Lou nor @MicahMoney"
2267,positive,Sentiment140, haha have fun girl. Have fun at thaaat mormon dance tonightt too!!
2268,positive,Sentiment140, haha! Off the phone with my bby!  I lovee youu!  -Nitee!
2269,positive,Sentiment140, hanging with jon. i love ashley!!!!!!!!
2270,positive,Sentiment140, happily falling head over heels for him &lt;3
2271,positive,Sentiment140,- Happpy Monday night everyone!
2272,positive,Sentiment140, happy and singing... extreme &quot;more than words&quot; â™« http://twt.fm/140208 #musicmonday
2273,negative,Sentiment140, Happy Fathers day. ILUDaddy.    First father day sans father.
2274,positive,Sentiment140,"- happy flip indy day.  mabuhay! schweet! oh wait, wasn that yesterday? man...i need to do my research. fail."
2275,positive,Sentiment140, happy to meet the old friends...
2276,positive,Sentiment140, Happy today!!!  http://estrella05azul.wordpress.com/
2277,negative,Sentiment140, Hard Night! It has only begun!
2278,positive,Sentiment140,-- harry potter! with BEllA and EMMAliNE. making hotdogs
2279,negative,Sentiment140, hate being stuck at home not able to do anything before my last day at hollywood
2280,negative,Sentiment140, hate going to the doctors. also hate having to go back an hour later to get prescription.
2281,negative,Sentiment140, Hate Holidays
2282,negative,Sentiment140, hate public transport stood waiting over half an hour for a bus which didnt show up luckily i got a lift to work
2283,negative,Sentiment140, hate shit strirrers
2284,negative,Sentiment140, have a cold! &lt;- not fun!
2285,negative,Sentiment140, Have an awesome leave. DONT forget aboot me. Have a shit load of beers for me but do it safely. Later/
2286,positive,Sentiment140, have i told u how much i like u 2day?
2287,negative,Sentiment140, Have to drive home now &amp; leave the show in the middle.........be back soon!
2288,negative,Sentiment140, Have to take my mom to the hospital...Hopefully shel be alright
2289,negative,Sentiment140, haven been able to get thru to ticketmaster to get AC/DC tickets WTF
2290,negative,Sentiment140," havent twittered in so long, ive been busy doing much of everything, 4am sleep time note to self twitter moree!!!!"
2291,negative,Sentiment140, having a day in bed not feeling myself at all today
2292,negative,Sentiment140, having a down moment! I think i need sleep! Totally Want to work my but off at something i believe in but don think i ever will...
2293,positive,Sentiment140, having a good night! hehe almost time to get homegirl and come home and sleep! im so damn sleepy... =(
2294,positive,Sentiment140, Having A Very Nice Day
2295,negative,Sentiment140, Hay fever has finally got me! ick!!!
2296,positive,Sentiment140, he makes me so happy!
2297,positive,Sentiment140, he makes my little heart smile
2298,negative,Sentiment140, he never call me&gt;_&lt; il come psh yeah right. i swear i so going 2 get him. im an angel but i can be a devil.
2299,negative,Sentiment140, He wasn able to stay the whole night.  He has to go back to camp.  Il miss him!!
2300,negative,Sentiment140, headache.
2301,negative,Sentiment140, headaches KILL especially when your trying to study for an SOL.
2302,negative,Sentiment140, Headaches suck ASS!!!!
2303,negative,Sentiment140, headphones broke. Not happy
2304,positive,Sentiment140, hehe lizzie gibson is a ledge! cant wait to see her in a few weeks XXX
2305,positive,Sentiment140," Hello, my name is Nadia. And I am addicted to twitter...   "
2306,negative,Sentiment140, he mad at me
2307,positive,Sentiment140, hey im back haha
2308,positive,Sentiment140,- HEY YA ALL! 8) Peace Out! #Followfriday! Please i want followers!!!! So give out this message: Follow @Crizzyx3 THANKS!
2309,negative,Sentiment140, hi papa had to go to bocce for me cuz my backo is wacko
2310,positive,Sentiment140," hihooo(:  but,, i think i gonna be on my granda house :3 haha  til late so... il be here few minutes :O"
2311,positive,Sentiment140,-- hmm...life been pretty good to me lately.  I quite content.
2312,negative,Sentiment140, is it possible to get withdrawal symptoms from a person?
2313,positive,Sentiment140,- is much better now
2314,positive,Sentiment140," is not a face, it the scalp of a cat, with the ears still attached"
2315,negative,Sentiment140, is really sad...
2316,negative,Sentiment140, -is sad-
2317,positive,Sentiment140,- is trying to make a song and watching ELLEN DEGENERES SHOW.....
2318,negative,Sentiment140,-- is worried about her mom.
2319,positive,Sentiment140,- isn beer just sparkiing water with alcohol in it?
2320,negative,Sentiment140, it broke awe its so sad
2321,negative,Sentiment140, it gets harder each time he leaves. I haven been able to get a goodnight sleep since then. i miss him
2322,negative,Sentiment140, it isn working. This picture thing is upsetting me. I see it only when it enlarge it.
2323,negative,Sentiment140, it makes me sad
2324,negative,Sentiment140, it seems summer is coming to an end...again
2325,negative,Sentiment140, it should be.. not a wink &gt;.&lt;
2326,negative,Sentiment140, It still wont let me log in I know my user thier cos anth sent me a friend request
2327,negative,Sentiment140, it will only be me meeting the guys. maybe next time they come Watty can go.
2328,negative,Sentiment140," it would appear that my garmin, Rupert, &quot;lost&quot; the data for my last 2 runs - today race too + it didn upload to garmin connect. "
2329,negative,Sentiment140, its 8 o clock and my parents STILL are not home  they ditched me i think  how depressing lol
2330,negative,Sentiment140, it already H O T.... i ready for fall
2331,positive,Sentiment140,- it an old Jeremy Enigk night. Return of the Frog Queen / United States of Leland OST.  Love Enigk.
2332,positive,Sentiment140, its castiel!!!!  [ the angle ]
2333,negative,Sentiment140, its cold and semi-rainy here
2334,negative,Sentiment140, its coming
2335,positive,Sentiment140, its follow friday !!!
2336,positive,Sentiment140," its going to be a good day, yes sir a goooooooooooooooooood day!"
2337,positive,Sentiment140, ITS LOUD AGAIN!!!!!
2338,negative,Sentiment140, It NOT Gonna Be A Good Day Tomorrow
2339,negative,Sentiment140, its such a sad day today.......and i hav nothing to do except for stupid over the summer school work!
2340,negative,Sentiment140, Its wasnt me your honour i swear!! on my life!!! Im blonde!! please take pity!!
2341,negative,Sentiment140, Ie been bitten by bitey things all over my legs and it itches like fuck!
2342,negative,Sentiment140, ie been IMing youu
2343,negative,Sentiment140,"Ie been missing you , it true   @jonasbrothers "
2344,negative,Sentiment140,- Ie been trying to get my husband to tweet. He is adamant about NOT doing so  Poor Kathleen. lol I got a &quot;hey&quot; out of him though {haha}
2345,positive,Sentiment140, Ie been working out too much. My back hurts. OUCH
2346,negative,Sentiment140, Ie got to work in 5 hrs and I don want to leave this party.
2347,negative,Sentiment140," Ie gotta stop eating. Someone take all this food away, please."
2348,negative,Sentiment140,"- Ie had a bad 2 days. To top it off, now I dealing with messy neighborhood children. I wish we lived back in the COUNTRY again. "
2349,positive,Sentiment140, Ie had a good day!
2350,positive,Sentiment140, ive nbeem drink for s few hourst
2351,negative,Sentiment140, Ie seen that episode time to turn over
2352,negative,Sentiment140, Ie wanted Allison to win America Next Top Model since the beginning... gosh
2353,positive,Sentiment140, jajajaja. what do  you mean&quot;in some way&quot;?&gt;&lt;
2354,negative,Sentiment140, Jay Leno last show
2355,negative,Sentiment140, Jay last show in 2 minutes.
2356,negative,Sentiment140," jb is in toronto, soundchecking "
2357,negative,Sentiment140," Jeep breaks down, put 4 sale, person buys it, it runs perfect as they drive off. WTF?"
2358,negative,Sentiment140, jive mad i aint get tew c da game its all gud doe had 2 make sat $$$ man...holetime i new da lakers was gon fry sum shit up..lls
2359,negative,Sentiment140,- Home From My Trip To Alberta Now And I Am Sooo Tired!! Such A Long Drive Home!!
2360,negative,Sentiment140, Homeless man just got arrested. I HAVE every reason for going to give excuses for him to be released. :/ I wish i had the gaul....
2361,negative,Sentiment140, Hope all is well in the Kill Hannah camp.
2362,negative,Sentiment140, hope my momma okay.
2363,negative,Sentiment140, hope that wouldn happen in real life
2364,negative,Sentiment140, hopefully not. @NiceonKeys90
2365,negative,Sentiment140, horse 3 and 4 just finished. They were very tired! Eurovisions runaway leader took away all the tension.
2366,negative,Sentiment140, hospitaLs sukk
2367,positive,Sentiment140, How are you all? been very hot I must say.
2368,negative,Sentiment140, how can finding somewair to live next year be such hard work.
2369,negative,Sentiment140, how can I be out of eggs? no baking for me this morning
2370,negative,Sentiment140," how much crying can one person really do? I mean come on, i can go to work sniffily and puffy eyed. It all my fault."
2371,negative,Sentiment140, how my solve this thing??..
2372,negative,Sentiment140, how r u all todaii
2373,negative,Sentiment140, How sad my phone is dead and i don have my charger... ugh
2374,negative,Sentiment140, how the duck am i supposed to write 1500 art history words on something i can hardly see!
2375,positive,Sentiment140, How to Tell if Your Son is Gay? [PIC]: http://digg.com/d1tpPB?t
2376,negative,Sentiment140, Hoy no ha sido un buen dÃ­a at all  .....Need support
2377,negative,Sentiment140, http://bit.ly/k9Lxe  they looked so happy here!!!
2378,positive,Sentiment140, http://bit.ly/Y1YjQ I reading: The Peak of Hotness.
2379,negative,Sentiment140, http://psychcentral.com/maniaquiz.htm  Good thing you can TRUST online quizzes
2380,negative,Sentiment140, http://screens.delaender.net/24ea555d2fd0a8dd97af9f053aa4546c.png - TextMate hasn enough memory. I got 4GB RAM hmm
2381,negative,Sentiment140, i  missed church.....AGAIN.......stupid backwards sleeping habits.....
2382,positive,Sentiment140, I &lt;3 Bobby
2383,negative,Sentiment140, I accidentally slammed the door on one of my toes cause i thought my foot wasn there. It did bleed but it stopped now :/
2384,positive,Sentiment140, I adore leather corsets.
2385,positive,Sentiment140, i agree @OasisStasis http://ff.im/2dojM
2386,negative,Sentiment140, i already said goodbye to my besties @adrianacoffey @monicaramos427 @verooperez &amp; @paulettecolberg . las amo . il miss you  [ILY]
2387,negative,Sentiment140, i always hoped it wasn true.
2388,negative,Sentiment140, i always lose. no matter how nice i am
2389,positive,Sentiment140, i am bored
2390,negative,Sentiment140, I am gonna miss sam bradley concert in L.A. Only one day earlier!Damn!
2391,negative,Sentiment140, I am not certified...http://bit.ly/rKiDD
2392,negative,Sentiment140," i am sick of being poorly now, itbeen a month of stomach problems and i fed up now"
2393,negative,Sentiment140,"- i am so drained, i wish Amy was home "
2394,negative,Sentiment140, i am so sunburnt that it hurts
2395,negative,Sentiment140," i am still uber sick (lol, FEVERISH AT LAB TODAY!) and my lab report is barely progressing. FML!!!!! !!!!!!"
2396,negative,Sentiment140, I am such a wus these days...
2397,negative,Sentiment140, I am thoroughly disappointed that Penny and Leonard are still not together and that Penny just broke my heart with one sentence.
2398,positive,Sentiment140, I am what I say I am.....I am Yashawini.....a successful woman
2399,positive,Sentiment140, I be cool
2400,positive,Sentiment140,"I believe in you my love, and your imaginary world.Nightnight world  Sending love out there."
2401,positive,Sentiment140," I bet you were with him! @PITX08 oh, follow @fxxxmylife "
2402,positive,Sentiment140, I bought a Torchwood book yesterday and nearly a Dr Who one but it was in the kids bit and my friend was laughing about it ;(
2403,positive,Sentiment140, Hello Summer  listenin to nevershoutnever! makes me feel all summery  lunch time (Y)
2404,positive,Sentiment140, Hello TWITTER! (100th update Wooohooo)
2405,negative,Sentiment140, Help I dont know what to wear tomorrow nite !  I have my pink lady jacket but thats it.  any idea what else to do ??
2406,positive,Sentiment140,- He a keeper for sure cuz the boi has even got me smilin n my sleep!    Wow!
2407,positive,Sentiment140, hey all im bored and since im wating for cliare before going to my grans i thought i would twitter lol
2408,negative,Sentiment140, hey isn this easy.
2409,negative,Sentiment140, hey u guys r on....im going to canada today...for an unhappy reason...
2410,negative,Sentiment140, hit by someone running a red light...my cars totalled...but thank God i just have a headache &amp; nothing more.
2411,positive,Sentiment140, hmm. i really like the songs on the summer ep. &lt;3 nsn
2412,negative,Sentiment140, holy shit.
2413,negative,Sentiment140, home and away (ie been home to watch this every day this week?)
2414,positive,Sentiment140, home from a friends ..aha great party
2415,negative,Sentiment140, Home from NINJA weekend...I will miss you dearly!  Best $200 spent on tickets.
2416,negative,Sentiment140, HOMEWORK!!!!
2417,negative,Sentiment140, homework. uggh
